Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
19:51:09 Feb 03 2021,98,66,8,0,0
19:51:11 Feb 03 2021,98,66,5,0,0
19:51:13 Feb 03 2021,98,66,4,0,0
19:51:15 Feb 03 2021,98,66,2,0,0
19:51:17 Feb 03 2021,98,66,0,0,0
19:51:19 Feb 03 2021,98,66,0,0,0
19:51:21 Feb 03 2021,98,66,0,0,0
19:51:23 Feb 03 2021,98,66,0,0,0
19:51:25 Feb 03 2021,98,66,0,0,0
19:51:27 Feb 03 2021,98,67,0,0,0
19:51:29 Feb 03 2021,98,67,0,0,0
19:51:31 Feb 03 2021,98,68,0,0,0
19:51:33 Feb 03 2021,98,68,0,0,0
19:51:35 Feb 03 2021,97,69,0,0,0
19:51:37 Feb 03 2021,97,69,0,0,0
19:51:39 Feb 03 2021,97,70,0,0,0
19:51:41 Feb 03 2021,97,70,0,0,0
19:51:43 Feb 03 2021,97,70,0,0,0
19:51:45 Feb 03 2021,97,72,0,0,0
19:51:47 Feb 03 2021,97,70,0,0,0
19:51:49 Feb 03 2021,97,70,0,0,0
19:51:51 Feb 03 2021,97,74,0,0,0
19:51:53 Feb 03 2021,97,72,0,0,0
19:51:55 Feb 03 2021,97,72,0,0,0
19:51:57 Feb 03 2021,98,70,0,0,0
19:51:59 Feb 03 2021,98,68,0,0,0
19:52:01 Feb 03 2021,98,71,0,0,0
19:52:03 Feb 03 2021,98,76,0,0,0
19:52:05 Feb 03 2021,97,78,0,0,0
19:52:07 Feb 03 2021,97,80,0,0,0
19:52:09 Feb 03 2021,97,79,0,0,0
19:52:11 Feb 03 2021,97,79,0,0,0
19:52:13 Feb 03 2021,97,77,0,0,0
19:52:15 Feb 03 2021,97,75,0,0,0
19:52:17 Feb 03 2021,97,73,0,0,0
19:52:19 Feb 03 2021,97,75,0,0,0
19:52:21 Feb 03 2021,97,74,0,0,0
19:52:23 Feb 03 2021,97,73,0,0,0
19:52:25 Feb 03 2021,97,75,0,0,0
19:52:27 Feb 03 2021,97,72,0,0,0
19:52:29 Feb 03 2021,97,72,0,0,0
19:52:31 Feb 03 2021,97,73,0,0,0
19:52:33 Feb 03 2021,97,73,0,0,0
19:52:35 Feb 03 2021,97,72,0,0,0
19:52:37 Feb 03 2021,97,72,0,0,0
19:52:39 Feb 03 2021,97,72,0,0,0
19:52:41 Feb 03 2021,97,71,0,0,0
19:52:43 Feb 03 2021,97,72,0,0,0
19:52:45 Feb 03 2021,97,74,6,0,0
19:52:47 Feb 03 2021,97,75,1,0,0
19:52:49 Feb 03 2021,97,75,4,0,0
19:52:51 Feb 03 2021,97,75,6,0,0
19:52:53 Feb 03 2021,97,75,10,0,0
19:52:55 Feb 03 2021,97,75,18,0,0
19:52:57 Feb 03 2021,97,75,7,0,0
19:52:59 Feb 03 2021,97,75,6,0,0
19:53:01 Feb 03 2021,97,75,2,0,0
19:53:03 Feb 03 2021,97,76,0,0,0
19:53:05 Feb 03 2021,97,77,8,0,0
19:53:07 Feb 03 2021,97,77,0,0,0
19:53:09 Feb 03 2021,97,77,0,0,0
19:53:11 Feb 03 2021,97,77,0,0,0
19:53:13 Feb 03 2021,97,77,0,0,0
19:53:15 Feb 03 2021,97,77,0,0,0
19:53:17 Feb 03 2021,97,77,0,0,0
19:53:19 Feb 03 2021,97,80,0,0,0
19:53:21 Feb 03 2021,97,81,0,0,0
19:53:23 Feb 03 2021,97,81,0,0,0
19:53:25 Feb 03 2021,97,82,0,0,0
19:53:27 Feb 03 2021,97,84,0,0,0
19:53:29 Feb 03 2021,97,85,0,0,0
19:53:31 Feb 03 2021,97,85,0,0,0
19:53:33 Feb 03 2021,97,85,0,0,0
19:53:35 Feb 03 2021,97,85,0,0,0
19:53:37 Feb 03 2021,97,85,1,0,0
19:53:39 Feb 03 2021,97,82,5,0,0
19:53:41 Feb 03 2021,97,83,5,0,0
19:53:43 Feb 03 2021,97,82,5,0,0
19:53:45 Feb 03 2021,97,74,6,0,0
19:53:47 Feb 03 2021,97,79,4,0,0
19:53:49 Feb 03 2021,97,78,6,0,0
19:53:51 Feb 03 2021,97,77,5,0,0
19:53:53 Feb 03 2021,97,78,1,0,0
19:53:55 Feb 03 2021,97,78,0,0,0
19:53:57 Feb 03 2021,97,78,0,0,0
19:53:59 Feb 03 2021,97,67,0,0,0
19:54:01 Feb 03 2021,97,62,0,0,0
19:54:03 Feb 03 2021,97,51,0,0,0
19:54:05 Feb 03 2021,97,46,0,0,0
19:54:07 Feb 03 2021,97,46,0,0,0
19:54:09 Feb 03 2021,97,46,0,0,0
19:54:11 Feb 03 2021,97,46,0,0,0
19:54:13 Feb 03 2021,97,45,0,0,0
19:54:15 Feb 03 2021,97,45,0,0,0
19:54:17 Feb 03 2021,97,45,0,0,0
19:54:19 Feb 03 2021,97,45,0,0,0
19:54:21 Feb 03 2021,97,44,0,0,0
19:54:23 Feb 03 2021,97,44,0,0,0
19:54:25 Feb 03 2021,97,44,0,0,0
19:54:27 Feb 03 2021,97,44,0,0,0
19:54:29 Feb 03 2021,97,44,0,0,0
19:54:31 Feb 03 2021,97,45,0,0,0
19:54:33 Feb 03 2021,97,45,0,0,0
19:54:35 Feb 03 2021,97,45,0,0,0
19:54:37 Feb 03 2021,97,45,0,0,0
19:54:39 Feb 03 2021,97,46,0,0,0
19:54:41 Feb 03 2021,97,46,0,0,0
19:54:43 Feb 03 2021,97,46,0,0,0
19:54:45 Feb 03 2021,97,46,0,0,0
19:54:47 Feb 03 2021,97,46,0,0,0
19:54:49 Feb 03 2021,97,52,0,0,0
19:54:51 Feb 03 2021,97,53,0,0,0
19:54:53 Feb 03 2021,97,56,0,0,0
19:54:55 Feb 03 2021,97,60,0,0,0
19:54:57 Feb 03 2021,97,53,0,0,0
19:54:59 Feb 03 2021,97,55,0,0,0
19:55:01 Feb 03 2021,97,54,0,0,0
19:55:03 Feb 03 2021,97,53,0,0,0
19:55:05 Feb 03 2021,97,55,0,0,0
19:55:07 Feb 03 2021,97,55,0,0,0
19:55:09 Feb 03 2021,97,56,0,0,0
19:55:11 Feb 03 2021,97,57,0,0,0
19:55:13 Feb 03 2021,97,56,0,0,0
19:55:15 Feb 03 2021,97,56,0,0,0
19:55:17 Feb 03 2021,97,57,0,0,0
19:55:19 Feb 03 2021,97,55,0,0,0
19:55:21 Feb 03 2021,97,55,0,0,0
19:55:23 Feb 03 2021,97,54,0,0,0
19:55:25 Feb 03 2021,97,50,0,0,0
19:55:27 Feb 03 2021,97,51,0,0,0
19:55:29 Feb 03 2021,97,51,0,0,0
19:55:31 Feb 03 2021,97,51,0,0,0
19:55:33 Feb 03 2021,97,51,0,0,0
19:55:35 Feb 03 2021,97,51,0,0,0
19:55:37 Feb 03 2021,97,51,0,0,0
19:55:39 Feb 03 2021,97,51,0,0,0
19:55:41 Feb 03 2021,97,51,0,0,0
19:55:43 Feb 03 2021,97,51,0,0,0
19:55:45 Feb 03 2021,97,51,1,0,0
19:55:47 Feb 03 2021,97,51,0,0,0
19:55:49 Feb 03 2021,97,51,0,0,0
19:55:51 Feb 03 2021,97,51,0,0,0
19:55:53 Feb 03 2021,97,51,0,0,0
19:55:55 Feb 03 2021,97,51,0,0,0
19:55:57 Feb 03 2021,97,51,0,0,0
19:55:59 Feb 03 2021,97,51,0,0,0
19:56:01 Feb 03 2021,97,51,0,0,0
19:56:03 Feb 03 2021,97,51,0,0,0
19:56:05 Feb 03 2021,97,51,0,0,0
19:56:07 Feb 03 2021,97,51,0,0,0
19:56:09 Feb 03 2021,96,53,0,0,0
19:56:11 Feb 03 2021,96,55,0,0,0
19:56:13 Feb 03 2021,96,56,0,0,0
19:56:15 Feb 03 2021,96,59,0,0,0
19:56:17 Feb 03 2021,96,58,0,0,0
19:56:19 Feb 03 2021,96,55,0,0,0
19:56:21 Feb 03 2021,96,51,0,0,0
19:56:23 Feb 03 2021,96,50,0,0,0
19:56:25 Feb 03 2021,96,52,0,0,0
19:56:27 Feb 03 2021,96,53,0,0,0
19:56:29 Feb 03 2021,96,55,0,0,0
19:56:31 Feb 03 2021,96,58,0,0,0
19:56:33 Feb 03 2021,97,59,0,0,0
19:56:35 Feb 03 2021,97,58,0,0,0
19:56:37 Feb 03 2021,97,58,0,0,0
19:56:39 Feb 03 2021,97,58,0,0,0
19:56:41 Feb 03 2021,97,58,0,0,0
19:56:43 Feb 03 2021,97,58,0,0,0
19:56:45 Feb 03 2021,97,58,0,0,0
19:56:47 Feb 03 2021,97,58,0,0,0
19:56:49 Feb 03 2021,97,58,0,0,0
19:56:51 Feb 03 2021,97,60,0,0,0
19:56:53 Feb 03 2021,97,61,0,0,0
19:56:55 Feb 03 2021,97,64,0,0,0
19:56:57 Feb 03 2021,97,63,0,0,0
19:56:59 Feb 03 2021,97,63,0,0,0
19:57:01 Feb 03 2021,97,63,0,0,0
19:57:03 Feb 03 2021,97,63,0,0,0
19:57:05 Feb 03 2021,97,66,0,0,0
19:57:07 Feb 03 2021,97,73,0,0,0
19:57:09 Feb 03 2021,97,75,0,0,0
19:57:11 Feb 03 2021,97,73,0,0,0
19:57:13 Feb 03 2021,97,72,0,0,0
19:57:15 Feb 03 2021,97,72,0,0,0
19:57:17 Feb 03 2021,97,73,0,0,0
19:57:19 Feb 03 2021,97,74,0,0,0
19:57:21 Feb 03 2021,97,75,0,0,0
19:57:23 Feb 03 2021,97,76,0,0,0
19:57:25 Feb 03 2021,97,76,0,0,0
19:57:27 Feb 03 2021,97,76,0,0,0
19:57:29 Feb 03 2021,97,76,0,0,0
19:57:31 Feb 03 2021,97,79,0,0,0
19:57:33 Feb 03 2021,97,82,0,0,0
19:57:35 Feb 03 2021,97,82,0,0,0
19:57:37 Feb 03 2021,97,83,0,0,0
19:57:39 Feb 03 2021,97,83,0,0,0
19:57:41 Feb 03 2021,97,82,0,0,0
19:57:43 Feb 03 2021,97,82,0,0,0
19:57:45 Feb 03 2021,97,82,0,0,0
19:57:47 Feb 03 2021,97,78,0,0,0
19:57:49 Feb 03 2021,97,76,0,0,0
19:57:51 Feb 03 2021,97,71,0,0,0
19:57:53 Feb 03 2021,97,69,0,0,0
19:57:55 Feb 03 2021,97,66,0,0,0
19:57:57 Feb 03 2021,97,63,0,0,0
19:57:59 Feb 03 2021,97,64,0,0,0
19:58:01 Feb 03 2021,97,72,0,0,0
19:58:03 Feb 03 2021,97,74,0,0,0
19:58:05 Feb 03 2021,97,77,0,0,0
19:58:07 Feb 03 2021,97,75,0,0,0
19:58:09 Feb 03 2021,97,70,0,0,0
19:58:11 Feb 03 2021,97,63,0,0,0
19:58:13 Feb 03 2021,97,60,0,0,0
19:58:15 Feb 03 2021,97,60,0,0,0
19:58:17 Feb 03 2021,97,65,0,0,0
19:58:19 Feb 03 2021,97,68,0,0,0
19:58:21 Feb 03 2021,96,69,0,0,0
19:58:23 Feb 03 2021,96,66,0,0,0
19:58:25 Feb 03 2021,96,67,0,0,0
19:58:27 Feb 03 2021,96,68,1,0,0
19:58:29 Feb 03 2021,96,67,0,0,0
19:58:31 Feb 03 2021,96,67,0,0,0
19:58:33 Feb 03 2021,96,71,0,0,0
19:58:35 Feb 03 2021,96,70,0,0,0
19:58:37 Feb 03 2021,96,73,0,0,0
19:58:39 Feb 03 2021,96,75,0,0,0
19:58:41 Feb 03 2021,96,76,0,0,0
19:58:43 Feb 03 2021,96,78,0,0,0
19:58:45 Feb 03 2021,96,77,0,0,0
19:58:47 Feb 03 2021,96,77,0,0,0
19:58:49 Feb 03 2021,96,80,0,0,0
19:58:51 Feb 03 2021,96,79,0,0,0
19:58:53 Feb 03 2021,96,81,0,0,0
19:58:55 Feb 03 2021,96,81,0,0,0
19:58:57 Feb 03 2021,96,80,0,0,0
19:58:59 Feb 03 2021,96,79,0,0,0
19:59:01 Feb 03 2021,96,79,0,0,0
19:59:03 Feb 03 2021,96,78,0,0,0
19:59:05 Feb 03 2021,96,78,0,0,0
19:59:07 Feb 03 2021,96,79,0,0,0
19:59:09 Feb 03 2021,96,75,0,0,0
19:59:11 Feb 03 2021,96,77,0,0,0
19:59:13 Feb 03 2021,96,76,0,0,0
19:59:15 Feb 03 2021,96,82,0,0,0
19:59:17 Feb 03 2021,96,80,1,0,0
19:59:19 Feb 03 2021,96,83,0,0,0
19:59:21 Feb 03 2021,96,86,0,0,0
19:59:23 Feb 03 2021,96,85,0,0,0
19:59:25 Feb 03 2021,96,85,0,0,0
19:59:27 Feb 03 2021,96,81,1,0,0
19:59:29 Feb 03 2021,96,79,0,0,0
19:59:31 Feb 03 2021,96,79,0,0,0
19:59:33 Feb 03 2021,96,79,0,0,0
19:59:35 Feb 03 2021,96,79,0,0,0
19:59:37 Feb 03 2021,96,79,0,0,0
19:59:39 Feb 03 2021,96,83,0,0,0
19:59:41 Feb 03 2021,95,85,1,0,0
19:59:43 Feb 03 2021,95,87,0,0,0
19:59:45 Feb 03 2021,95,86,1,0,0
19:59:47 Feb 03 2021,95,85,0,0,0
19:59:49 Feb 03 2021,95,86,0,0,0
19:59:51 Feb 03 2021,95,84,0,0,0
19:59:53 Feb 03 2021,95,83,0,0,0
19:59:55 Feb 03 2021,95,83,0,0,0
19:59:57 Feb 03 2021,95,82,0,0,0
19:59:59 Feb 03 2021,95,82,0,0,0
20:00:01 Feb 03 2021,95,83,0,0,0
20:00:03 Feb 03 2021,95,83,0,0,0
20:00:05 Feb 03 2021,95,84,0,0,0
20:00:07 Feb 03 2021,96,86,0,0,0
20:00:09 Feb 03 2021,96,88,0,0,0
20:00:11 Feb 03 2021,96,88,0,0,0
20:00:13 Feb 03 2021,96,86,0,0,0
20:00:15 Feb 03 2021,96,85,0,0,0
20:00:17 Feb 03 2021,96,83,0,0,0
20:00:19 Feb 03 2021,96,83,0,0,0
20:00:21 Feb 03 2021,96,84,0,0,0
20:00:23 Feb 03 2021,96,84,0,0,0
20:00:25 Feb 03 2021,96,84,0,0,0
20:00:27 Feb 03 2021,96,84,0,0,0
20:00:29 Feb 03 2021,96,83,0,0,0
20:00:31 Feb 03 2021,96,83,0,0,0
20:00:33 Feb 03 2021,96,83,0,0,0
20:00:35 Feb 03 2021,96,83,0,0,0
20:00:37 Feb 03 2021,97,80,0,0,0
20:00:39 Feb 03 2021,97,82,0,0,0
20:00:41 Feb 03 2021,97,84,0,0,0
20:00:43 Feb 03 2021,97,86,0,0,0
20:00:45 Feb 03 2021,96,89,0,0,0
20:00:47 Feb 03 2021,96,88,0,0,0
20:00:49 Feb 03 2021,96,90,0,0,0
20:00:51 Feb 03 2021,96,90,0,0,0
20:00:53 Feb 03 2021,96,87,0,0,0
20:00:55 Feb 03 2021,96,85,0,0,0
20:00:57 Feb 03 2021,96,82,0,0,0
20:00:59 Feb 03 2021,96,79,0,0,0
20:01:01 Feb 03 2021,96,81,0,0,0
20:01:03 Feb 03 2021,96,74,0,0,0
20:01:05 Feb 03 2021,96,69,0,0,0
20:01:07 Feb 03 2021,96,72,0,0,0
20:01:09 Feb 03 2021,96,71,0,0,0
20:01:11 Feb 03 2021,96,75,0,0,0
20:01:13 Feb 03 2021,96,78,0,0,0
20:01:15 Feb 03 2021,96,81,0,0,0
20:01:17 Feb 03 2021,96,81,0,0,0
20:01:19 Feb 03 2021,96,82,0,0,0
20:01:21 Feb 03 2021,96,84,0,0,0
20:01:23 Feb 03 2021,96,81,0,0,0
20:01:25 Feb 03 2021,96,81,0,0,0
20:01:27 Feb 03 2021,96,82,0,0,0
20:01:29 Feb 03 2021,96,81,0,0,0
20:01:31 Feb 03 2021,96,81,0,0,0
20:01:33 Feb 03 2021,96,81,0,0,0
20:01:35 Feb 03 2021,96,81,0,0,0
20:01:37 Feb 03 2021,96,81,0,0,0
20:01:39 Feb 03 2021,96,81,0,0,0
20:01:41 Feb 03 2021,96,81,0,0,0
20:01:43 Feb 03 2021,96,81,0,0,0
20:01:45 Feb 03 2021,96,81,0,0,0
20:01:47 Feb 03 2021,96,80,0,0,0
20:01:49 Feb 03 2021,96,81,0,0,0
20:01:51 Feb 03 2021,96,82,0,0,0
20:01:53 Feb 03 2021,96,87,0,0,0
20:01:55 Feb 03 2021,96,86,0,0,0
20:01:57 Feb 03 2021,96,86,0,0,0
20:01:59 Feb 03 2021,95,86,0,0,0
20:02:01 Feb 03 2021,95,85,0,0,0
20:02:03 Feb 03 2021,95,83,0,0,0
20:02:05 Feb 03 2021,96,83,0,0,0
20:02:07 Feb 03 2021,96,84,0,0,0
20:02:09 Feb 03 2021,96,84,0,0,0
20:02:11 Feb 03 2021,96,84,0,0,0
20:02:13 Feb 03 2021,96,84,0,0,0
20:02:15 Feb 03 2021,96,84,0,0,0
20:02:17 Feb 03 2021,96,85,0,0,0
20:02:19 Feb 03 2021,96,85,0,0,0
20:02:21 Feb 03 2021,95,87,0,0,0
20:02:23 Feb 03 2021,96,85,0,0,0
20:02:25 Feb 03 2021,96,80,0,0,0
20:02:27 Feb 03 2021,96,81,0,0,0
20:02:29 Feb 03 2021,96,85,0,0,0
20:02:31 Feb 03 2021,96,87,0,0,0
20:02:33 Feb 03 2021,96,88,0,0,0
20:02:35 Feb 03 2021,96,87,0,0,0
20:02:37 Feb 03 2021,96,88,0,0,0
20:02:39 Feb 03 2021,96,86,0,0,0
20:02:41 Feb 03 2021,96,86,0,0,0
20:02:43 Feb 03 2021,96,86,0,0,0
20:02:45 Feb 03 2021,96,85,0,0,0
20:02:47 Feb 03 2021,96,84,0,0,0
20:02:49 Feb 03 2021,96,84,0,0,0
20:02:51 Feb 03 2021,96,84,0,0,0
20:02:53 Feb 03 2021,96,84,0,0,0
20:02:55 Feb 03 2021,96,84,0,0,0
20:02:57 Feb 03 2021,96,84,0,0,0
20:02:59 Feb 03 2021,96,84,0,0,0
20:03:01 Feb 03 2021,96,84,0,0,0
20:03:03 Feb 03 2021,96,84,0,0,0
20:03:05 Feb 03 2021,96,84,0,0,0
20:03:07 Feb 03 2021,96,84,0,0,0
20:03:09 Feb 03 2021,96,84,0,0,0
20:03:11 Feb 03 2021,96,84,0,0,0
20:03:13 Feb 03 2021,96,84,0,0,0
20:03:15 Feb 03 2021,96,82,0,0,0
20:03:17 Feb 03 2021,96,84,0,0,0
20:03:19 Feb 03 2021,96,84,0,0,0
20:03:21 Feb 03 2021,96,85,0,0,0
20:03:23 Feb 03 2021,96,85,0,0,0
20:03:25 Feb 03 2021,96,86,0,0,0
20:03:27 Feb 03 2021,96,87,0,0,0
20:03:29 Feb 03 2021,96,89,0,0,0
20:03:31 Feb 03 2021,97,90,0,0,0
20:03:33 Feb 03 2021,97,89,0,0,0
20:03:35 Feb 03 2021,97,88,0,0,0
20:03:37 Feb 03 2021,97,85,0,0,0
20:03:39 Feb 03 2021,97,83,0,0,0
20:03:41 Feb 03 2021,97,79,0,0,0
20:03:43 Feb 03 2021,97,79,0,0,0
20:03:45 Feb 03 2021,97,76,0,0,0
20:03:47 Feb 03 2021,97,69,0,0,0
20:03:49 Feb 03 2021,97,68,0,0,0
20:03:51 Feb 03 2021,97,68,0,0,0
20:03:53 Feb 03 2021,97,66,0,0,0
20:03:55 Feb 03 2021,96,68,0,0,0
20:03:57 Feb 03 2021,96,66,0,0,0
20:03:59 Feb 03 2021,96,68,0,0,0
20:04:01 Feb 03 2021,96,73,0,0,0
