Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
20:00:22 Jan 05 2021,89,62,1,0,0
20:00:24 Jan 05 2021,89,61,1,0,0
20:00:26 Jan 05 2021,90,60,0,0,0
20:00:28 Jan 05 2021,90,63,1,0,0
20:00:30 Jan 05 2021,90,64,1,0,0
20:00:32 Jan 05 2021,90,66,1,0,0
20:00:34 Jan 05 2021,90,68,1,0,0
20:00:36 Jan 05 2021,90,63,0,0,0
20:00:38 Jan 05 2021,90,65,1,0,0
20:00:40 Jan 05 2021,90,60,1,0,0
20:00:42 Jan 05 2021,90,56,0,0,0
20:00:44 Jan 05 2021,90,55,1,0,0
20:00:46 Jan 05 2021,91,51,0,0,0
20:00:48 Jan 05 2021,92,59,1,0,0
20:00:50 Jan 05 2021,92,65,1,0,0
20:00:52 Jan 05 2021,92,71,0,0,0
20:00:54 Jan 05 2021,92,75,0,0,0
20:00:56 Jan 05 2021,92,74,1,0,0
20:00:58 Jan 05 2021,92,73,1,0,0
20:01:00 Jan 05 2021,92,73,0,0,0
20:01:02 Jan 05 2021,92,72,1,0,0
20:01:04 Jan 05 2021,92,71,1,0,0
20:01:06 Jan 05 2021,91,73,0,0,0
20:01:08 Jan 05 2021,91,72,1,0,0
20:01:10 Jan 05 2021,91,74,0,0,0
20:01:12 Jan 05 2021,90,74,0,0,0
20:01:14 Jan 05 2021,90,73,0,0,0
20:01:16 Jan 05 2021,90,73,1,0,0
20:01:18 Jan 05 2021,90,74,0,0,0
20:01:20 Jan 05 2021,90,74,1,0,0
20:01:22 Jan 05 2021,90,76,1,0,0
20:01:24 Jan 05 2021,90,76,1,0,0
20:01:26 Jan 05 2021,90,75,0,0,0
20:01:28 Jan 05 2021,90,77,1,0,0
20:01:30 Jan 05 2021,90,76,1,0,0
20:01:32 Jan 05 2021,90,73,0,0,0
20:01:34 Jan 05 2021,90,71,1,0,0
20:01:36 Jan 05 2021,90,67,1,0,0
20:01:38 Jan 05 2021,91,65,1,0,0
20:01:40 Jan 05 2021,91,65,0,0,0
20:01:42 Jan 05 2021,91,58,1,0,0
20:01:44 Jan 05 2021,91,56,1,0,0
20:01:46 Jan 05 2021,91,50,1,0,0
20:01:48 Jan 05 2021,91,56,1,0,0
20:01:50 Jan 05 2021,91,65,1,0,0
20:01:52 Jan 05 2021,91,67,0,0,0
20:01:54 Jan 05 2021,90,69,1,0,0
20:01:56 Jan 05 2021,90,66,0,0,0
20:01:58 Jan 05 2021,90,66,1,0,0
20:02:00 Jan 05 2021,90,66,0,0,0
20:02:02 Jan 05 2021,90,66,0,0,0
20:02:04 Jan 05 2021,90,66,0,0,0
20:02:06 Jan 05 2021,90,66,1,0,0
20:02:08 Jan 05 2021,90,66,1,0,0
20:02:10 Jan 05 2021,90,66,1,0,0
20:02:12 Jan 05 2021,90,66,1,0,0
20:02:14 Jan 05 2021,90,65,1,0,0
20:02:16 Jan 05 2021,90,65,0,0,0
20:02:18 Jan 05 2021,90,65,1,0,0
20:02:20 Jan 05 2021,90,64,1,0,0
20:02:22 Jan 05 2021,90,65,1,0,0
20:02:24 Jan 05 2021,90,65,1,0,0
20:02:26 Jan 05 2021,90,65,1,0,0
20:02:28 Jan 05 2021,90,68,0,0,0
20:02:30 Jan 05 2021,90,69,1,0,0
20:02:32 Jan 05 2021,90,72,0,0,0
20:02:34 Jan 05 2021,90,73,1,0,0
20:02:36 Jan 05 2021,90,73,1,0,0
20:02:38 Jan 05 2021,90,73,0,0,0
20:02:40 Jan 05 2021,90,73,0,0,0
20:02:42 Jan 05 2021,90,75,1,0,0
20:02:44 Jan 05 2021,90,75,1,0,0
20:02:46 Jan 05 2021,90,75,0,0,0
20:02:48 Jan 05 2021,90,75,1,0,0
20:02:50 Jan 05 2021,90,74,1,0,0
20:02:52 Jan 05 2021,90,74,1,0,0
20:02:54 Jan 05 2021,90,74,0,0,0
20:02:56 Jan 05 2021,90,74,0,0,0
20:02:58 Jan 05 2021,90,74,0,0,0
20:03:00 Jan 05 2021,90,74,1,0,0
20:03:02 Jan 05 2021,91,75,1,0,0
20:03:04 Jan 05 2021,91,75,0,0,0
20:03:06 Jan 05 2021,91,75,1,0,0
20:03:08 Jan 05 2021,91,76,1,0,0
20:03:10 Jan 05 2021,91,75,0,0,0
20:03:12 Jan 05 2021,91,69,0,0,0
20:03:14 Jan 05 2021,91,66,0,0,0
20:03:16 Jan 05 2021,91,63,1,0,0
20:03:18 Jan 05 2021,91,51,1,0,0
20:03:20 Jan 05 2021,91,52,1,0,0
20:03:22 Jan 05 2021,91,42,1,0,0
20:03:24 Jan 05 2021,91,37,1,0,0
20:03:26 Jan 05 2021,91,37,1,0,0
20:03:28 Jan 05 2021,91,36,1,0,0
20:03:30 Jan 05 2021,91,36,0,0,0
20:03:32 Jan 05 2021,91,35,1,0,0
20:03:34 Jan 05 2021,91,34,1,0,0
20:03:36 Jan 05 2021,91,35,1,0,0
20:03:38 Jan 05 2021,91,34,1,0,0
20:03:40 Jan 05 2021,91,34,1,0,0
20:03:42 Jan 05 2021,91,37,0,0,0
20:03:44 Jan 05 2021,91,38,1,0,0
20:03:46 Jan 05 2021,91,39,1,0,0
20:03:48 Jan 05 2021,91,38,1,0,0
20:03:50 Jan 05 2021,91,38,0,0,0
20:03:52 Jan 05 2021,91,38,0,0,0
20:03:54 Jan 05 2021,91,38,1,0,0
20:03:56 Jan 05 2021,91,38,1,0,0
20:03:58 Jan 05 2021,91,38,1,0,0
20:04:00 Jan 05 2021,90,38,0,0,0
20:04:02 Jan 05 2021,90,38,0,0,0
20:04:04 Jan 05 2021,90,38,1,0,0
20:04:06 Jan 05 2021,90,38,1,0,0
20:04:08 Jan 05 2021,90,38,0,0,0
20:04:10 Jan 05 2021,90,38,1,0,0
20:04:12 Jan 05 2021,90,38,1,0,0
20:04:14 Jan 05 2021,91,38,0,0,0
20:04:16 Jan 05 2021,91,38,1,0,0
20:04:18 Jan 05 2021,91,39,0,0,0
20:04:20 Jan 05 2021,91,39,1,0,0
20:04:22 Jan 05 2021,91,40,0,0,0
20:04:24 Jan 05 2021,91,40,1,0,0
20:04:26 Jan 05 2021,91,39,1,0,0
20:04:28 Jan 05 2021,91,39,1,0,0
20:04:30 Jan 05 2021,91,39,1,0,0
20:04:32 Jan 05 2021,91,39,0,0,0
20:04:34 Jan 05 2021,91,39,1,0,0
20:04:36 Jan 05 2021,91,40,1,0,0
20:04:38 Jan 05 2021,91,40,1,0,0
20:04:40 Jan 05 2021,91,45,1,0,0
20:04:42 Jan 05 2021,91,51,1,0,0
20:04:44 Jan 05 2021,91,48,0,0,0
20:04:46 Jan 05 2021,91,51,1,0,0
20:04:48 Jan 05 2021,91,52,1,0,0
20:04:50 Jan 05 2021,91,51,1,0,0
20:04:52 Jan 05 2021,91,51,1,0,0
20:04:54 Jan 05 2021,91,53,1,0,0
20:04:56 Jan 05 2021,91,53,0,0,0
20:04:58 Jan 05 2021,91,59,1,0,0
20:05:00 Jan 05 2021,91,63,1,0,0
20:05:02 Jan 05 2021,91,64,1,0,0
20:05:04 Jan 05 2021,91,66,0,0,0
20:05:06 Jan 05 2021,90,60,0,0,0
20:05:08 Jan 05 2021,90,55,1,0,0
20:05:10 Jan 05 2021,90,58,0,0,0
20:05:12 Jan 05 2021,90,63,1,0,0
20:05:14 Jan 05 2021,90,61,1,0,0
20:05:16 Jan 05 2021,90,66,0,0,0
20:05:18 Jan 05 2021,90,63,1,0,0
20:05:20 Jan 05 2021,90,64,1,0,0
20:05:22 Jan 05 2021,90,60,1,0,0
20:05:24 Jan 05 2021,90,60,0,0,0
20:05:26 Jan 05 2021,90,57,1,0,0
20:05:28 Jan 05 2021,90,54,0,0,0
20:05:30 Jan 05 2021,90,58,1,0,0
20:05:32 Jan 05 2021,90,61,1,0,0
20:05:34 Jan 05 2021,90,63,1,0,0
20:05:36 Jan 05 2021,90,62,0,0,0
20:05:38 Jan 05 2021,90,61,0,0,0
20:05:40 Jan 05 2021,90,61,0,0,0
20:05:42 Jan 05 2021,90,62,0,0,0
20:05:44 Jan 05 2021,90,65,1,0,0
20:05:46 Jan 05 2021,91,68,0,0,0
20:05:48 Jan 05 2021,91,70,1,0,0
20:05:50 Jan 05 2021,91,72,1,0,0
20:05:52 Jan 05 2021,91,72,0,0,0
20:05:54 Jan 05 2021,91,73,0,0,0
20:05:56 Jan 05 2021,91,75,0,0,0
20:05:58 Jan 05 2021,91,76,1,0,0
20:06:00 Jan 05 2021,91,76,1,0,0
20:06:02 Jan 05 2021,91,76,0,0,0
20:06:04 Jan 05 2021,91,76,1,0,0
20:06:06 Jan 05 2021,91,75,1,0,0
20:06:08 Jan 05 2021,91,75,1,0,0
20:06:10 Jan 05 2021,91,75,0,0,0
20:06:12 Jan 05 2021,91,75,0,0,0
20:06:14 Jan 05 2021,90,76,1,0,0
20:06:16 Jan 05 2021,90,77,1,0,0
20:06:18 Jan 05 2021,90,79,0,0,0
20:06:20 Jan 05 2021,90,80,1,0,0
20:06:22 Jan 05 2021,90,80,0,0,0
20:06:24 Jan 05 2021,90,81,1,0,0
20:06:26 Jan 05 2021,90,81,1,0,0
20:06:28 Jan 05 2021,90,80,1,0,0
20:06:30 Jan 05 2021,90,80,0,0,0
20:06:32 Jan 05 2021,90,78,1,0,0
20:06:34 Jan 05 2021,90,76,1,0,0
20:06:36 Jan 05 2021,90,75,1,0,0
20:06:38 Jan 05 2021,90,75,0,0,0
20:06:40 Jan 05 2021,90,77,1,0,0
20:06:42 Jan 05 2021,90,79,1,0,0
20:06:44 Jan 05 2021,91,80,1,0,0
20:06:46 Jan 05 2021,90,78,0,0,0
20:06:48 Jan 05 2021,90,78,1,0,0
20:06:50 Jan 05 2021,90,79,1,0,0
20:06:52 Jan 05 2021,90,78,0,0,0
20:06:54 Jan 05 2021,90,76,1,0,0
20:06:56 Jan 05 2021,90,68,1,0,0
20:06:58 Jan 05 2021,90,57,1,0,0
20:07:00 Jan 05 2021,91,50,0,0,0
20:07:02 Jan 05 2021,91,48,0,0,0
20:07:04 Jan 05 2021,90,53,1,0,0
20:07:06 Jan 05 2021,90,51,0,0,0
20:07:08 Jan 05 2021,90,56,1,0,0
20:07:10 Jan 05 2021,90,61,1,0,0
20:07:12 Jan 05 2021,90,59,1,0,0
20:07:14 Jan 05 2021,90,70,1,0,0
20:07:16 Jan 05 2021,90,65,1,0,0
20:07:18 Jan 05 2021,90,70,1,0,0
20:07:20 Jan 05 2021,91,73,1,0,0
20:07:22 Jan 05 2021,91,70,1,0,0
20:07:24 Jan 05 2021,91,74,0,0,0
20:07:26 Jan 05 2021,91,72,1,0,0
20:07:28 Jan 05 2021,91,71,1,0,0
20:07:30 Jan 05 2021,90,72,1,0,0
20:07:32 Jan 05 2021,90,74,1,0,0
20:07:34 Jan 05 2021,90,74,0,0,0
20:07:36 Jan 05 2021,90,72,1,0,0
20:07:38 Jan 05 2021,90,71,0,0,0
20:07:40 Jan 05 2021,90,71,1,0,0
20:07:42 Jan 05 2021,90,71,0,0,0
20:07:44 Jan 05 2021,90,72,1,0,0
20:07:46 Jan 05 2021,90,72,1,0,0
20:07:48 Jan 05 2021,90,75,0,0,0
20:07:50 Jan 05 2021,91,77,0,0,0
20:07:52 Jan 05 2021,91,78,0,0,0
20:07:54 Jan 05 2021,91,79,1,0,0
20:07:56 Jan 05 2021,92,79,1,0,0
20:07:58 Jan 05 2021,92,78,1,0,0
20:08:00 Jan 05 2021,92,78,1,0,0
20:08:02 Jan 05 2021,92,76,1,0,0
20:08:04 Jan 05 2021,92,72,1,0,0
20:08:06 Jan 05 2021,92,73,1,0,0
20:08:08 Jan 05 2021,92,72,1,0,0
20:08:10 Jan 05 2021,92,71,1,0,0
20:08:12 Jan 05 2021,92,72,1,0,0
20:08:14 Jan 05 2021,91,70,0,0,0
20:08:16 Jan 05 2021,91,69,1,0,0
20:08:18 Jan 05 2021,91,71,1,0,0
20:08:20 Jan 05 2021,91,73,1,0,0
20:08:22 Jan 05 2021,91,73,1,0,0
20:08:24 Jan 05 2021,92,74,1,0,0
20:08:26 Jan 05 2021,92,74,0,0,0
20:08:28 Jan 05 2021,91,74,1,0,0
20:08:30 Jan 05 2021,91,74,1,0,0
20:08:32 Jan 05 2021,90,74,1,0,0
20:08:34 Jan 05 2021,89,74,1,0,0
20:08:36 Jan 05 2021,90,74,1,0,0
20:08:38 Jan 05 2021,90,74,1,0,0
20:08:40 Jan 05 2021,90,73,1,0,0
20:08:42 Jan 05 2021,90,74,1,0,0
20:08:44 Jan 05 2021,90,74,1,0,0
20:08:46 Jan 05 2021,90,74,0,0,0
20:08:48 Jan 05 2021,90,74,0,0,0
20:08:50 Jan 05 2021,90,71,1,0,0
20:08:52 Jan 05 2021,90,73,0,0,0
20:08:54 Jan 05 2021,90,72,0,0,0
20:08:56 Jan 05 2021,90,72,0,0,0
20:08:58 Jan 05 2021,90,73,1,0,0
20:09:00 Jan 05 2021,90,73,1,0,0
20:09:02 Jan 05 2021,90,72,1,0,0
20:09:04 Jan 05 2021,90,77,1,0,0
20:09:06 Jan 05 2021,90,75,0,0,0
20:09:08 Jan 05 2021,90,77,0,0,0
20:09:10 Jan 05 2021,90,82,0,0,0
20:09:12 Jan 05 2021,90,78,1,0,0
20:09:14 Jan 05 2021,90,80,1,0,0
20:09:16 Jan 05 2021,90,78,1,0,0
20:09:18 Jan 05 2021,90,76,0,0,0
20:09:20 Jan 05 2021,90,77,1,0,0
20:09:22 Jan 05 2021,91,76,0,0,0
20:09:24 Jan 05 2021,91,76,1,0,0
20:09:26 Jan 05 2021,91,75,0,0,0
20:09:28 Jan 05 2021,91,74,0,0,0
20:09:30 Jan 05 2021,91,73,1,0,0
20:09:32 Jan 05 2021,91,71,1,0,0
20:09:34 Jan 05 2021,91,70,1,0,0
20:09:36 Jan 05 2021,90,70,0,0,0
20:09:38 Jan 05 2021,90,73,1,0,0
20:09:40 Jan 05 2021,90,77,1,0,0
20:09:42 Jan 05 2021,90,77,1,0,0
20:09:44 Jan 05 2021,90,78,1,0,0
20:09:46 Jan 05 2021,91,79,0,0,0
20:09:48 Jan 05 2021,91,80,0,0,0
20:09:50 Jan 05 2021,91,80,0,0,0
20:09:52 Jan 05 2021,91,81,1,0,0
20:09:54 Jan 05 2021,91,80,1,0,0
20:09:56 Jan 05 2021,91,80,1,0,0
20:09:58 Jan 05 2021,91,80,1,0,0
20:10:00 Jan 05 2021,92,79,1,0,0
20:10:02 Jan 05 2021,94,79,1,0,0
20:10:04 Jan 05 2021,95,78,1,0,0
20:10:06 Jan 05 2021,95,77,1,0,0
20:10:08 Jan 05 2021,95,76,1,0,0
20:10:10 Jan 05 2021,95,74,1,0,0
20:10:12 Jan 05 2021,94,75,1,0,0
20:10:14 Jan 05 2021,93,76,0,0,0
20:10:16 Jan 05 2021,93,77,1,0,0
20:10:18 Jan 05 2021,92,77,0,0,0
20:10:20 Jan 05 2021,90,76,1,0,0
20:10:22 Jan 05 2021,90,75,1,0,0
20:10:24 Jan 05 2021,90,74,1,0,0
20:10:26 Jan 05 2021,90,74,1,0,0
20:10:28 Jan 05 2021,90,75,1,0,0
20:10:30 Jan 05 2021,90,74,1,0,0
20:10:32 Jan 05 2021,90,73,1,0,0
20:10:34 Jan 05 2021,90,73,0,0,0
20:10:36 Jan 05 2021,90,73,1,0,0
20:10:38 Jan 05 2021,90,74,1,0,0
20:10:40 Jan 05 2021,90,68,1,0,0
20:10:42 Jan 05 2021,90,67,1,0,0
20:10:44 Jan 05 2021,90,72,1,0,0
20:10:46 Jan 05 2021,90,71,0,0,0
20:10:48 Jan 05 2021,90,72,0,0,0
20:10:50 Jan 05 2021,90,75,1,0,0
20:10:52 Jan 05 2021,90,78,1,0,0
20:10:54 Jan 05 2021,90,80,1,0,0
20:10:56 Jan 05 2021,91,80,1,0,0
20:10:58 Jan 05 2021,91,77,1,0,0
20:11:00 Jan 05 2021,92,74,1,0,0
20:11:02 Jan 05 2021,93,72,1,0,0
20:11:04 Jan 05 2021,93,71,0,0,0
20:11:06 Jan 05 2021,94,73,1,0,0
20:11:08 Jan 05 2021,94,71,1,0,0
20:11:10 Jan 05 2021,94,69,0,0,0
20:11:12 Jan 05 2021,94,66,1,0,0
20:11:14 Jan 05 2021,93,64,0,0,0
20:11:16 Jan 05 2021,93,64,1,0,0
20:11:18 Jan 05 2021,92,66,1,0,0
20:11:20 Jan 05 2021,92,66,1,0,0
20:11:22 Jan 05 2021,92,68,1,0,0
20:11:24 Jan 05 2021,92,70,1,0,0
20:11:26 Jan 05 2021,92,70,1,0,0
20:11:28 Jan 05 2021,92,72,0,0,0
20:11:30 Jan 05 2021,92,72,1,0,0
20:11:32 Jan 05 2021,92,74,1,0,0
20:11:34 Jan 05 2021,91,74,1,0,0
20:11:36 Jan 05 2021,90,74,1,0,0
20:11:38 Jan 05 2021,90,72,0,0,0
20:11:40 Jan 05 2021,90,71,1,0,0
20:11:42 Jan 05 2021,90,72,0,0,0
20:11:44 Jan 05 2021,90,68,0,0,0
20:11:46 Jan 05 2021,90,65,1,0,0
20:11:48 Jan 05 2021,89,58,1,0,0
20:11:50 Jan 05 2021,90,56,1,0,0
20:11:52 Jan 05 2021,90,56,1,0,0
20:11:54 Jan 05 2021,90,56,0,0,0
20:11:56 Jan 05 2021,90,47,1,0,0
20:11:58 Jan 05 2021,90,42,1,0,0
20:12:00 Jan 05 2021,90,39,0,0,0
20:12:02 Jan 05 2021,90,35,0,0,0
20:12:04 Jan 05 2021,90,35,0,0,0
20:12:06 Jan 05 2021,90,36,1,0,0
20:12:08 Jan 05 2021,90,35,1,0,0
20:12:10 Jan 05 2021,90,35,1,0,0
20:12:12 Jan 05 2021,90,35,1,0,0
20:12:14 Jan 05 2021,90,35,1,0,0
20:12:16 Jan 05 2021,90,35,0,0,0
20:12:18 Jan 05 2021,90,35,0,0,0
20:12:20 Jan 05 2021,90,35,0,0,0
20:12:22 Jan 05 2021,90,35,1,0,0
20:12:24 Jan 05 2021,90,35,1,0,0
20:12:26 Jan 05 2021,90,35,0,0,0
20:12:28 Jan 05 2021,90,35,1,0,0
20:12:30 Jan 05 2021,90,35,0,0,0
20:12:32 Jan 05 2021,90,35,0,0,0
20:12:34 Jan 05 2021,90,35,1,0,0
20:12:36 Jan 05 2021,90,34,1,0,0
20:12:38 Jan 05 2021,90,34,1,0,0
20:12:40 Jan 05 2021,91,33,1,0,0
20:12:42 Jan 05 2021,91,33,0,0,0
20:12:44 Jan 05 2021,91,33,0,0,0
20:12:46 Jan 05 2021,91,33,1,0,0
20:12:48 Jan 05 2021,91,33,0,0,0
20:12:50 Jan 05 2021,91,33,1,0,0
20:12:52 Jan 05 2021,91,33,0,0,0
20:12:54 Jan 05 2021,91,33,1,0,0
20:12:56 Jan 05 2021,91,33,1,0,0
20:12:58 Jan 05 2021,91,33,0,0,0
20:13:00 Jan 05 2021,91,34,1,0,0
20:13:02 Jan 05 2021,91,34,1,0,0
20:13:04 Jan 05 2021,91,34,1,0,0
20:13:06 Jan 05 2021,91,34,1,0,0
20:13:08 Jan 05 2021,91,34,1,0,0
20:13:10 Jan 05 2021,91,34,0,0,0
20:13:12 Jan 05 2021,91,34,0,0,0
20:13:14 Jan 05 2021,91,34,0,0,0
20:13:16 Jan 05 2021,91,47,1,0,0
20:13:18 Jan 05 2021,91,56,1,0,0
20:13:20 Jan 05 2021,91,64,0,0,0
20:13:22 Jan 05 2021,91,64,1,0,0
20:13:24 Jan 05 2021,90,63,1,0,0
20:13:26 Jan 05 2021,90,65,0,0,0
20:13:28 Jan 05 2021,90,67,0,0,0
20:13:30 Jan 05 2021,90,71,0,0,0
20:13:32 Jan 05 2021,91,71,1,0,0
20:13:34 Jan 05 2021,91,70,1,0,0
20:13:36 Jan 05 2021,91,71,1,0,0
20:13:38 Jan 05 2021,91,70,1,0,0
20:13:40 Jan 05 2021,91,72,1,0,0
20:13:42 Jan 05 2021,91,72,1,0,0
20:13:44 Jan 05 2021,91,71,0,0,0
20:13:46 Jan 05 2021,91,71,0,0,0
20:13:48 Jan 05 2021,91,74,0,0,0
20:13:50 Jan 05 2021,91,74,1,0,0
20:13:52 Jan 05 2021,91,77,1,0,0
20:13:54 Jan 05 2021,91,77,0,0,0
20:13:56 Jan 05 2021,91,76,1,0,0
20:13:58 Jan 05 2021,91,81,0,0,0
20:14:00 Jan 05 2021,91,81,1,0,0
20:14:02 Jan 05 2021,91,79,1,0,0
20:14:04 Jan 05 2021,91,79,1,0,0
20:14:06 Jan 05 2021,91,75,0,0,0
20:14:08 Jan 05 2021,91,76,1,0,0
20:14:10 Jan 05 2021,91,77,1,0,0
20:14:12 Jan 05 2021,91,77,0,0,0
20:14:14 Jan 05 2021,91,77,1,0,0
20:14:16 Jan 05 2021,91,77,0,0,0
20:14:18 Jan 05 2021,91,76,1,0,0
20:14:20 Jan 05 2021,91,75,0,0,0
20:14:22 Jan 05 2021,92,76,0,0,0
20:14:24 Jan 05 2021,92,74,1,0,0
20:14:26 Jan 05 2021,92,74,0,0,0
20:14:28 Jan 05 2021,92,74,0,0,0
20:14:30 Jan 05 2021,92,72,1,0,0
20:14:32 Jan 05 2021,92,71,1,0,0
20:14:34 Jan 05 2021,92,68,0,0,0
20:14:36 Jan 05 2021,92,62,0,0,0
20:14:38 Jan 05 2021,91,57,0,0,0
20:14:40 Jan 05 2021,91,56,1,0,0
20:14:42 Jan 05 2021,91,60,0,0,0
20:14:44 Jan 05 2021,92,67,1,0,0
20:14:46 Jan 05 2021,92,66,1,0,0
20:14:48 Jan 05 2021,92,62,0,0,0
20:14:50 Jan 05 2021,91,62,1,0,0
20:14:52 Jan 05 2021,91,62,1,0,0
20:14:54 Jan 05 2021,90,67,1,0,0
20:14:56 Jan 05 2021,90,68,1,0,0
20:14:58 Jan 05 2021,90,68,1,0,0
20:15:00 Jan 05 2021,90,67,1,0,0
20:15:02 Jan 05 2021,90,68,1,0,0
20:15:04 Jan 05 2021,90,68,0,0,0
20:15:06 Jan 05 2021,90,68,1,0,0
20:15:08 Jan 05 2021,90,68,1,0,0
20:15:10 Jan 05 2021,90,68,0,0,0
20:15:12 Jan 05 2021,91,69,0,0,0
20:15:14 Jan 05 2021,91,68,0,0,0
20:15:16 Jan 05 2021,91,64,1,0,0
20:15:18 Jan 05 2021,91,63,1,0,0
20:15:20 Jan 05 2021,91,62,1,0,0
20:15:22 Jan 05 2021,92,67,1,0,0
20:15:24 Jan 05 2021,92,67,0,0,0
20:15:26 Jan 05 2021,92,68,0,0,0
20:15:28 Jan 05 2021,92,68,0,0,0
20:15:30 Jan 05 2021,92,68,1,0,0
20:15:32 Jan 05 2021,92,68,1,0,0
20:15:34 Jan 05 2021,92,68,1,0,0
20:15:36 Jan 05 2021,92,68,1,0,0
20:15:38 Jan 05 2021,92,67,0,0,0
20:15:40 Jan 05 2021,92,67,1,0,0
20:15:42 Jan 05 2021,92,68,1,0,0
20:15:44 Jan 05 2021,92,65,1,0,0
20:15:46 Jan 05 2021,92,64,1,0,0
20:15:48 Jan 05 2021,92,63,1,0,0
20:15:50 Jan 05 2021,91,61,0,0,0
20:15:52 Jan 05 2021,92,62,0,0,0
20:15:54 Jan 05 2021,91,64,0,0,0
20:15:56 Jan 05 2021,91,65,0,0,0
20:15:58 Jan 05 2021,91,68,0,0,0
20:16:00 Jan 05 2021,91,68,0,0,0
20:16:02 Jan 05 2021,91,68,1,0,0
20:16:04 Jan 05 2021,91,69,1,0,0
20:16:06 Jan 05 2021,91,69,1,0,0
20:16:08 Jan 05 2021,91,69,1,0,0
20:16:10 Jan 05 2021,90,69,1,0,0
20:16:12 Jan 05 2021,90,68,0,0,0
20:16:14 Jan 05 2021,90,67,1,0,0
20:16:16 Jan 05 2021,90,66,1,0,0
20:16:18 Jan 05 2021,90,66,1,0,0
20:16:20 Jan 05 2021,90,66,1,0,0
20:16:22 Jan 05 2021,90,66,1,0,0
20:16:24 Jan 05 2021,90,66,1,0,0
20:16:26 Jan 05 2021,90,66,0,0,0
20:16:28 Jan 05 2021,91,68,1,0,0
20:16:30 Jan 05 2021,91,71,1,0,0
20:16:32 Jan 05 2021,92,75,1,0,0
20:16:34 Jan 05 2021,92,76,1,0,0
20:16:36 Jan 05 2021,92,79,1,0,0
20:16:38 Jan 05 2021,92,79,1,0,0
20:16:40 Jan 05 2021,92,80,0,0,0
20:16:42 Jan 05 2021,92,79,1,0,0
20:16:44 Jan 05 2021,92,80,0,0,0
20:16:46 Jan 05 2021,92,80,1,0,0
20:16:48 Jan 05 2021,92,79,1,0,0
20:16:50 Jan 05 2021,91,78,1,0,0
20:16:52 Jan 05 2021,92,78,0,0,0
20:16:54 Jan 05 2021,92,78,1,0,0
20:16:56 Jan 05 2021,91,71,1,0,0
20:16:58 Jan 05 2021,91,70,1,0,0
20:17:00 Jan 05 2021,91,67,0,0,0
20:17:02 Jan 05 2021,90,61,1,0,0
20:17:04 Jan 05 2021,90,69,1,0,0
20:17:06 Jan 05 2021,90,69,0,0,0
20:17:08 Jan 05 2021,90,71,1,0,0
20:17:10 Jan 05 2021,90,72,0,0,0
20:17:12 Jan 05 2021,90,73,1,0,0
20:17:14 Jan 05 2021,90,75,0,0,0
20:17:16 Jan 05 2021,90,69,1,0,0
20:17:18 Jan 05 2021,90,68,0,0,0
20:17:20 Jan 05 2021,91,62,1,0,0
20:17:22 Jan 05 2021,91,61,1,0,0
20:17:24 Jan 05 2021,91,61,1,0,0
20:17:26 Jan 05 2021,91,68,0,0,0
20:17:28 Jan 05 2021,91,69,1,0,0
20:17:30 Jan 05 2021,93,67,0,0,0
20:17:32 Jan 05 2021,95,69,1,0,0
20:17:34 Jan 05 2021,96,68,1,0,0
20:17:36 Jan 05 2021,96,68,1,0,0
20:17:38 Jan 05 2021,95,69,1,0,0
20:17:40 Jan 05 2021,94,69,0,0,0
20:17:42 Jan 05 2021,94,67,1,0,0
20:17:44 Jan 05 2021,95,68,1,0,0
20:17:46 Jan 05 2021,95,67,0,0,0
20:17:48 Jan 05 2021,94,64,0,0,0
20:17:50 Jan 05 2021,94,64,0,0,0
20:17:52 Jan 05 2021,94,62,0,0,0
20:17:54 Jan 05 2021,93,58,1,0,0
20:17:56 Jan 05 2021,93,59,1,0,0
20:17:58 Jan 05 2021,92,59,1,0,0
20:18:00 Jan 05 2021,92,62,1,0,0
20:18:02 Jan 05 2021,92,60,1,0,0
20:18:04 Jan 05 2021,91,59,1,0,0
20:18:06 Jan 05 2021,91,59,1,0,0
20:18:08 Jan 05 2021,90,59,0,0,0
20:18:10 Jan 05 2021,90,51,0,0,0
20:18:12 Jan 05 2021,89,43,1,0,0
20:18:14 Jan 05 2021,89,37,1,0,0
20:18:16 Jan 05 2021,89,36,0,0,0
20:18:18 Jan 05 2021,89,36,1,0,0
20:18:20 Jan 05 2021,89,37,1,0,0
20:18:22 Jan 05 2021,89,37,1,0,0
20:18:24 Jan 05 2021,89,37,0,0,0
20:18:26 Jan 05 2021,89,37,1,0,0
20:18:28 Jan 05 2021,89,38,1,0,0
20:18:30 Jan 05 2021,89,38,1,0,0
20:18:32 Jan 05 2021,89,38,1,0,0
20:18:34 Jan 05 2021,89,38,0,0,0
20:18:36 Jan 05 2021,89,38,1,0,0
20:18:38 Jan 05 2021,89,38,1,0,0
20:18:40 Jan 05 2021,90,37,1,0,0
20:18:42 Jan 05 2021,91,37,1,0,0
20:18:44 Jan 05 2021,92,37,0,0,0
20:18:46 Jan 05 2021,92,37,0,0,0
20:18:48 Jan 05 2021,92,37,0,0,0
20:18:50 Jan 05 2021,92,37,1,0,0
20:18:52 Jan 05 2021,92,37,0,0,0
20:18:54 Jan 05 2021,92,37,0,0,0
20:18:56 Jan 05 2021,92,37,1,0,0
