Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
04:06:00 Jan 06 2021,97,42,0,0,0
04:06:02 Jan 06 2021,97,42,0,0,0
04:06:04 Jan 06 2021,97,43,0,0,0
04:06:06 Jan 06 2021,97,43,0,0,0
04:06:08 Jan 06 2021,97,45,0,0,0
04:06:10 Jan 06 2021,97,45,0,0,0
04:06:12 Jan 06 2021,97,44,0,0,0
04:06:14 Jan 06 2021,97,43,0,0,0
04:06:16 Jan 06 2021,97,40,0,0,0
04:06:18 Jan 06 2021,97,39,0,0,0
04:06:20 Jan 06 2021,97,39,0,0,0
04:06:22 Jan 06 2021,97,39,0,0,0
04:06:24 Jan 06 2021,96,40,0,0,0
04:06:26 Jan 06 2021,96,40,0,0,0
04:06:28 Jan 06 2021,96,40,0,0,0
04:06:30 Jan 06 2021,96,40,0,0,0
04:06:32 Jan 06 2021,96,40,0,0,0
04:06:34 Jan 06 2021,96,40,0,0,0
04:06:36 Jan 06 2021,96,39,0,0,0
04:06:38 Jan 06 2021,95,38,0,0,0
04:06:40 Jan 06 2021,96,38,0,0,0
04:06:42 Jan 06 2021,96,37,0,0,0
04:06:44 Jan 06 2021,96,41,0,0,0
04:06:46 Jan 06 2021,96,42,0,0,0
04:06:48 Jan 06 2021,96,43,0,0,0
04:06:50 Jan 06 2021,96,44,0,0,0
04:06:52 Jan 06 2021,96,43,0,0,0
04:06:54 Jan 06 2021,96,44,0,0,0
04:06:56 Jan 06 2021,96,48,0,0,0
04:06:58 Jan 06 2021,96,48,0,0,0
04:07:00 Jan 06 2021,96,54,1,0,0
04:07:02 Jan 06 2021,96,62,0,0,0
04:07:04 Jan 06 2021,97,68,1,0,0
04:07:06 Jan 06 2021,97,76,0,0,0
04:07:08 Jan 06 2021,97,75,1,0,0
04:07:10 Jan 06 2021,97,76,0,0,0
04:07:12 Jan 06 2021,97,75,0,0,0
04:07:14 Jan 06 2021,97,74,0,0,0
04:07:16 Jan 06 2021,97,74,0,0,0
04:07:18 Jan 06 2021,97,74,0,0,0
04:07:20 Jan 06 2021,97,73,0,0,0
04:07:22 Jan 06 2021,97,75,2,0,0
04:07:24 Jan 06 2021,97,78,1,0,0
04:07:26 Jan 06 2021,97,78,0,0,0
04:07:28 Jan 06 2021,96,78,0,0,0
04:07:30 Jan 06 2021,96,76,0,0,0
04:07:32 Jan 06 2021,96,76,0,0,0
04:07:34 Jan 06 2021,96,77,0,0,0
04:07:36 Jan 06 2021,96,80,0,0,0
04:07:38 Jan 06 2021,96,82,0,0,0
04:07:40 Jan 06 2021,96,82,0,0,0
04:07:42 Jan 06 2021,96,81,1,0,0
04:07:44 Jan 06 2021,96,79,0,0,0
04:07:46 Jan 06 2021,96,78,0,0,0
04:07:48 Jan 06 2021,96,79,0,0,0
04:07:50 Jan 06 2021,96,80,0,0,0
04:07:52 Jan 06 2021,96,81,0,0,0
04:07:54 Jan 06 2021,96,83,0,0,0
04:07:56 Jan 06 2021,96,83,0,0,0
04:07:58 Jan 06 2021,96,78,1,0,0
04:08:00 Jan 06 2021,96,79,1,0,0
04:08:02 Jan 06 2021,96,78,0,0,0
04:08:04 Jan 06 2021,96,70,0,0,0
04:08:06 Jan 06 2021,97,80,1,0,0
04:08:08 Jan 06 2021,97,79,0,0,0
04:08:10 Jan 06 2021,97,78,0,0,0
04:08:12 Jan 06 2021,97,80,0,0,0
04:08:14 Jan 06 2021,97,78,0,0,0
04:08:16 Jan 06 2021,97,78,0,0,0
04:08:18 Jan 06 2021,97,78,1,0,0
04:08:20 Jan 06 2021,97,77,0,0,0
04:08:22 Jan 06 2021,97,77,0,0,0
04:08:24 Jan 06 2021,97,77,0,0,0
04:08:26 Jan 06 2021,97,77,0,0,0
04:08:28 Jan 06 2021,97,76,0,0,0
04:08:30 Jan 06 2021,97,74,0,0,0
04:08:32 Jan 06 2021,97,73,0,0,0
04:08:34 Jan 06 2021,97,72,0,0,0
04:08:36 Jan 06 2021,97,72,0,0,0
04:08:38 Jan 06 2021,97,75,0,0,0
04:08:40 Jan 06 2021,97,75,0,0,0
04:08:42 Jan 06 2021,97,77,0,0,0
04:08:44 Jan 06 2021,97,78,0,0,0
04:08:46 Jan 06 2021,97,80,0,0,0
04:08:48 Jan 06 2021,97,80,0,0,0
04:08:50 Jan 06 2021,97,80,1,0,0
04:08:52 Jan 06 2021,96,79,0,0,0
04:08:54 Jan 06 2021,96,79,0,0,0
04:08:56 Jan 06 2021,95,80,1,0,0
04:08:58 Jan 06 2021,95,83,0,0,0
04:09:00 Jan 06 2021,96,84,0,0,0
04:09:02 Jan 06 2021,96,85,0,0,0
04:09:04 Jan 06 2021,96,85,0,0,0
04:09:06 Jan 06 2021,96,84,0,0,0
04:09:08 Jan 06 2021,96,85,0,0,0
04:09:10 Jan 06 2021,97,86,0,0,0
04:09:12 Jan 06 2021,97,86,0,0,0
04:09:14 Jan 06 2021,97,86,0,0,0
04:09:16 Jan 06 2021,98,85,0,0,0
04:09:18 Jan 06 2021,98,82,0,0,0
04:09:20 Jan 06 2021,98,81,0,0,0
04:09:22 Jan 06 2021,98,80,0,0,0
04:09:24 Jan 06 2021,98,82,0,0,0
04:09:26 Jan 06 2021,98,82,0,0,0
04:09:28 Jan 06 2021,98,80,0,0,0
04:09:30 Jan 06 2021,97,77,0,0,0
04:09:32 Jan 06 2021,97,74,1,0,0
04:09:34 Jan 06 2021,97,73,0,0,0
04:09:36 Jan 06 2021,97,73,0,0,0
04:09:38 Jan 06 2021,97,73,0,0,0
04:09:40 Jan 06 2021,97,73,0,0,0
04:09:42 Jan 06 2021,97,73,0,0,0
04:09:44 Jan 06 2021,97,73,0,0,0
04:09:46 Jan 06 2021,97,75,0,0,0
04:09:48 Jan 06 2021,97,77,0,0,0
04:09:50 Jan 06 2021,97,82,0,0,0
04:09:52 Jan 06 2021,97,80,0,0,0
04:09:54 Jan 06 2021,96,77,0,0,0
04:09:56 Jan 06 2021,96,79,0,0,0
04:09:58 Jan 06 2021,96,74,0,0,0
04:10:00 Jan 06 2021,96,75,0,0,0
04:10:02 Jan 06 2021,96,76,0,0,0
04:10:04 Jan 06 2021,97,77,0,0,0
04:10:06 Jan 06 2021,96,78,0,0,0
04:10:08 Jan 06 2021,96,75,0,0,0
04:10:10 Jan 06 2021,96,75,0,0,0
04:10:12 Jan 06 2021,96,73,0,0,0
04:10:14 Jan 06 2021,97,76,0,0,0
04:10:16 Jan 06 2021,97,76,0,0,0
04:10:18 Jan 06 2021,97,75,0,0,0
04:10:20 Jan 06 2021,97,75,0,0,0
04:10:22 Jan 06 2021,97,70,0,0,0
04:10:24 Jan 06 2021,97,70,0,0,0
04:10:26 Jan 06 2021,97,73,0,0,0
04:10:28 Jan 06 2021,97,73,0,0,0
04:10:30 Jan 06 2021,97,74,0,0,0
04:10:32 Jan 06 2021,98,74,0,0,0
04:10:34 Jan 06 2021,98,74,0,0,0
04:10:36 Jan 06 2021,98,74,0,0,0
04:10:38 Jan 06 2021,98,74,0,0,0
04:10:40 Jan 06 2021,98,73,0,0,0
04:10:42 Jan 06 2021,98,73,0,0,0
04:10:44 Jan 06 2021,97,72,0,0,0
04:10:46 Jan 06 2021,97,72,0,0,0
04:10:48 Jan 06 2021,97,73,0,0,0
04:10:50 Jan 06 2021,97,73,0,0,0
04:10:52 Jan 06 2021,97,74,0,0,0
04:10:54 Jan 06 2021,97,75,1,0,0
04:10:56 Jan 06 2021,97,76,0,0,0
04:10:58 Jan 06 2021,97,75,0,0,0
04:11:00 Jan 06 2021,97,74,0,0,0
04:11:02 Jan 06 2021,97,74,0,0,0
04:11:04 Jan 06 2021,97,73,0,0,0
04:11:06 Jan 06 2021,97,75,0,0,0
04:11:08 Jan 06 2021,96,77,0,0,0
04:11:10 Jan 06 2021,96,76,0,0,0
04:11:12 Jan 06 2021,96,76,0,0,0
04:11:14 Jan 06 2021,96,74,0,0,0
04:11:16 Jan 06 2021,96,73,0,0,0
04:11:18 Jan 06 2021,96,74,0,0,0
04:11:20 Jan 06 2021,96,74,1,0,0
04:11:22 Jan 06 2021,96,74,1,0,0
04:11:24 Jan 06 2021,95,73,0,0,0
04:11:26 Jan 06 2021,95,77,0,0,0
04:11:28 Jan 06 2021,95,76,0,0,0
04:11:30 Jan 06 2021,96,78,0,0,0
04:11:32 Jan 06 2021,96,79,0,0,0
04:11:34 Jan 06 2021,97,78,0,0,0
04:11:36 Jan 06 2021,97,80,0,0,0
04:11:38 Jan 06 2021,97,82,0,0,0
04:11:40 Jan 06 2021,97,82,0,0,0
04:11:42 Jan 06 2021,98,83,0,0,0
04:11:44 Jan 06 2021,98,83,0,0,0
04:11:46 Jan 06 2021,98,83,0,0,0
04:11:48 Jan 06 2021,98,84,1,0,0
04:11:50 Jan 06 2021,98,85,0,0,0
04:11:52 Jan 06 2021,98,86,0,0,0
04:11:54 Jan 06 2021,98,80,0,0,0
04:11:56 Jan 06 2021,98,77,0,0,0
04:11:58 Jan 06 2021,98,71,0,0,0
04:12:00 Jan 06 2021,97,72,0,0,0
04:12:02 Jan 06 2021,97,70,0,0,0
04:12:04 Jan 06 2021,97,68,0,0,0
04:12:06 Jan 06 2021,97,67,0,0,0
04:12:08 Jan 06 2021,97,68,0,0,0
04:12:10 Jan 06 2021,97,73,0,0,0
04:12:12 Jan 06 2021,97,74,0,0,0
04:12:14 Jan 06 2021,97,76,0,0,0
04:12:16 Jan 06 2021,97,74,0,0,0
04:12:18 Jan 06 2021,97,75,0,0,0
04:12:20 Jan 06 2021,97,75,0,0,0
04:12:22 Jan 06 2021,97,77,0,0,0
04:12:24 Jan 06 2021,97,77,0,0,0
04:12:26 Jan 06 2021,97,76,0,0,0
04:12:28 Jan 06 2021,96,76,0,0,0
04:12:30 Jan 06 2021,96,75,0,0,0
04:12:32 Jan 06 2021,96,74,0,0,0
04:12:34 Jan 06 2021,96,73,0,0,0
04:12:36 Jan 06 2021,96,72,0,0,0
04:12:38 Jan 06 2021,96,73,0,0,0
04:12:40 Jan 06 2021,96,73,0,0,0
04:12:42 Jan 06 2021,96,73,1,0,0
04:12:44 Jan 06 2021,97,70,1,0,0
04:12:46 Jan 06 2021,97,68,0,0,0
04:12:48 Jan 06 2021,98,67,0,0,0
04:12:50 Jan 06 2021,98,66,0,0,0
04:12:52 Jan 06 2021,98,66,0,0,0
04:12:54 Jan 06 2021,98,67,1,0,0
04:12:56 Jan 06 2021,98,65,0,0,0
04:12:58 Jan 06 2021,98,65,0,0,0
04:13:00 Jan 06 2021,98,66,0,0,0
04:13:02 Jan 06 2021,98,67,0,0,0
04:13:04 Jan 06 2021,98,67,0,0,0
04:13:06 Jan 06 2021,98,67,0,0,0
04:13:08 Jan 06 2021,98,65,0,0,0
04:13:10 Jan 06 2021,98,65,0,0,0
04:13:12 Jan 06 2021,98,65,0,0,0
04:13:14 Jan 06 2021,98,66,0,0,0
04:13:16 Jan 06 2021,98,66,1,0,0
04:13:18 Jan 06 2021,98,66,0,0,0
04:13:20 Jan 06 2021,98,66,0,0,0
04:13:22 Jan 06 2021,98,66,0,0,0
04:13:24 Jan 06 2021,98,66,0,0,0
04:13:26 Jan 06 2021,98,66,0,0,0
04:13:28 Jan 06 2021,98,66,1,0,0
04:13:30 Jan 06 2021,98,66,1,0,0
04:13:32 Jan 06 2021,98,66,0,0,0
04:13:34 Jan 06 2021,97,62,0,0,0
04:13:36 Jan 06 2021,97,64,0,0,0
04:13:38 Jan 06 2021,96,63,0,0,0
04:13:40 Jan 06 2021,97,66,0,0,0
04:13:42 Jan 06 2021,97,66,0,0,0
04:13:44 Jan 06 2021,97,67,0,0,0
04:13:46 Jan 06 2021,97,69,1,0,0
04:13:48 Jan 06 2021,97,72,0,0,0
04:13:50 Jan 06 2021,97,73,0,0,0
04:13:52 Jan 06 2021,97,74,0,0,0
04:13:54 Jan 06 2021,97,74,0,0,0
04:13:56 Jan 06 2021,97,71,1,0,0
04:13:58 Jan 06 2021,97,71,0,0,0
04:14:00 Jan 06 2021,97,72,0,0,0
04:14:02 Jan 06 2021,97,72,0,0,0
04:14:04 Jan 06 2021,97,71,0,0,0
04:14:06 Jan 06 2021,98,72,0,0,0
04:14:08 Jan 06 2021,98,71,0,0,0
04:14:10 Jan 06 2021,98,69,0,0,0
04:14:12 Jan 06 2021,98,65,0,0,0
04:14:14 Jan 06 2021,98,62,0,0,0
04:14:16 Jan 06 2021,98,63,0,0,0
04:14:18 Jan 06 2021,98,64,1,0,0
04:14:20 Jan 06 2021,98,68,0,0,0
04:14:22 Jan 06 2021,98,69,0,0,0
04:14:24 Jan 06 2021,98,68,0,0,0
04:14:26 Jan 06 2021,98,68,0,0,0
04:14:28 Jan 06 2021,97,66,0,0,0
04:14:30 Jan 06 2021,97,64,0,0,0
04:14:32 Jan 06 2021,97,63,0,0,0
04:14:34 Jan 06 2021,97,68,0,0,0
04:14:36 Jan 06 2021,97,68,0,0,0
04:14:38 Jan 06 2021,97,69,1,0,0
04:14:40 Jan 06 2021,97,69,1,0,0
04:14:42 Jan 06 2021,97,69,0,0,0
04:14:44 Jan 06 2021,97,70,0,0,0
04:14:46 Jan 06 2021,97,72,0,0,0
04:14:48 Jan 06 2021,97,73,0,0,0
04:14:50 Jan 06 2021,96,75,0,0,0
04:14:52 Jan 06 2021,96,77,0,0,0
04:14:54 Jan 06 2021,96,79,0,0,0
04:14:56 Jan 06 2021,95,81,0,0,0
04:14:58 Jan 06 2021,96,83,0,0,0
04:15:00 Jan 06 2021,96,83,0,0,0
04:15:02 Jan 06 2021,96,83,0,0,0
04:15:04 Jan 06 2021,96,83,0,0,0
04:15:06 Jan 06 2021,96,82,0,0,0
04:15:08 Jan 06 2021,96,83,0,0,0
04:15:10 Jan 06 2021,96,85,0,0,0
04:15:12 Jan 06 2021,96,84,0,0,0
04:15:14 Jan 06 2021,97,80,0,0,0
04:15:16 Jan 06 2021,97,81,0,0,0
04:15:18 Jan 06 2021,97,79,0,0,0
04:15:20 Jan 06 2021,98,81,0,0,0
04:15:22 Jan 06 2021,97,83,0,0,0
04:15:24 Jan 06 2021,98,82,0,0,0
04:15:26 Jan 06 2021,98,84,0,0,0
04:15:28 Jan 06 2021,98,84,0,0,0
04:15:30 Jan 06 2021,98,84,0,0,0
04:15:32 Jan 06 2021,98,83,0,0,0
04:15:34 Jan 06 2021,98,83,0,0,0
04:15:36 Jan 06 2021,98,85,0,0,0
04:15:38 Jan 06 2021,98,87,0,0,0
04:15:40 Jan 06 2021,98,88,0,0,0
04:15:42 Jan 06 2021,98,87,0,0,0
04:15:44 Jan 06 2021,98,84,0,0,0
04:15:46 Jan 06 2021,97,82,0,0,0
04:15:48 Jan 06 2021,97,82,0,0,0
04:15:50 Jan 06 2021,97,82,0,0,0
04:15:52 Jan 06 2021,97,83,0,0,0
04:15:54 Jan 06 2021,97,82,0,0,0
04:15:56 Jan 06 2021,97,79,0,0,0
04:15:58 Jan 06 2021,97,78,0,0,0
04:16:00 Jan 06 2021,97,79,0,0,0
04:16:02 Jan 06 2021,97,78,0,0,0
04:16:04 Jan 06 2021,96,79,0,0,0
04:16:06 Jan 06 2021,96,77,7,0,0
04:16:08 Jan 06 2021,96,77,0,0,0
04:16:10 Jan 06 2021,96,79,0,0,0
04:16:12 Jan 06 2021,96,79,3,0,0
04:16:14 Jan 06 2021,96,79,0,0,0
04:16:16 Jan 06 2021,96,79,0,0,0
04:16:18 Jan 06 2021,96,79,0,0,0
04:16:20 Jan 06 2021,96,79,0,0,0
04:16:22 Jan 06 2021,96,79,0,0,0
04:16:24 Jan 06 2021,96,79,0,0,0
04:16:26 Jan 06 2021,96,79,0,0,0
04:16:28 Jan 06 2021,96,67,0,0,0
04:16:30 Jan 06 2021,96,63,0,0,0
04:16:32 Jan 06 2021,96,54,0,0,0
04:16:34 Jan 06 2021,96,54,0,0,0
04:16:36 Jan 06 2021,96,57,0,0,0
04:16:38 Jan 06 2021,96,55,0,0,0
04:16:40 Jan 06 2021,96,55,0,0,0
04:16:42 Jan 06 2021,96,51,0,0,0
04:16:44 Jan 06 2021,96,50,0,0,0
04:16:46 Jan 06 2021,97,44,0,0,0
04:16:48 Jan 06 2021,97,44,0,0,0
04:16:50 Jan 06 2021,97,43,0,0,0
04:16:52 Jan 06 2021,97,42,0,0,0
04:16:54 Jan 06 2021,97,48,0,0,0
04:16:56 Jan 06 2021,97,49,0,0,0
04:16:58 Jan 06 2021,97,51,0,0,0
04:17:00 Jan 06 2021,97,55,0,0,0
04:17:02 Jan 06 2021,97,54,0,0,0
04:17:04 Jan 06 2021,97,56,1,0,0
04:17:06 Jan 06 2021,97,55,0,0,0
04:17:08 Jan 06 2021,96,50,0,0,0
04:17:10 Jan 06 2021,96,47,0,0,0
04:17:12 Jan 06 2021,96,43,1,0,0
04:17:14 Jan 06 2021,96,44,0,0,0
04:17:16 Jan 06 2021,96,44,0,0,0
04:17:18 Jan 06 2021,96,44,0,0,0
04:17:20 Jan 06 2021,96,44,0,0,0
04:17:22 Jan 06 2021,96,43,0,0,0
04:17:24 Jan 06 2021,95,43,0,0,0
04:17:26 Jan 06 2021,95,42,0,0,0
04:17:28 Jan 06 2021,95,42,0,0,0
04:17:30 Jan 06 2021,95,42,0,0,0
04:17:32 Jan 06 2021,95,41,0,0,0
04:17:34 Jan 06 2021,94,40,0,0,0
04:17:36 Jan 06 2021,93,40,0,0,0
04:17:38 Jan 06 2021,93,39,0,0,0
04:17:40 Jan 06 2021,93,38,0,0,0
04:17:42 Jan 06 2021,93,38,0,0,0
04:17:44 Jan 06 2021,93,38,0,0,0
04:17:46 Jan 06 2021,93,38,0,0,0
04:17:48 Jan 06 2021,93,38,0,0,0
04:17:50 Jan 06 2021,93,38,0,0,0
04:17:52 Jan 06 2021,93,38,1,0,0
04:17:54 Jan 06 2021,94,38,0,0,0
04:17:56 Jan 06 2021,96,38,0,0,0
04:17:58 Jan 06 2021,97,38,0,0,0
04:18:00 Jan 06 2021,97,38,1,0,0
04:18:02 Jan 06 2021,97,38,0,0,0
04:18:04 Jan 06 2021,97,38,0,0,0
04:18:06 Jan 06 2021,97,38,0,0,0
04:18:08 Jan 06 2021,97,38,0,0,0
04:18:10 Jan 06 2021,97,38,0,0,0
04:18:12 Jan 06 2021,97,38,0,0,0
04:18:14 Jan 06 2021,97,38,0,0,0
04:18:16 Jan 06 2021,97,38,0,0,0
04:18:18 Jan 06 2021,97,38,0,0,0
04:18:20 Jan 06 2021,97,38,0,0,0
04:18:22 Jan 06 2021,97,38,1,0,0
04:18:24 Jan 06 2021,97,38,0,0,0
04:18:26 Jan 06 2021,97,38,0,0,0
04:18:28 Jan 06 2021,97,38,0,0,0
04:18:30 Jan 06 2021,97,38,0,0,0
04:18:32 Jan 06 2021,97,38,1,0,0
04:18:34 Jan 06 2021,97,38,0,0,0
04:18:36 Jan 06 2021,97,38,1,0,0
04:18:38 Jan 06 2021,96,38,0,0,0
04:18:40 Jan 06 2021,96,38,0,0,0
04:18:42 Jan 06 2021,96,38,1,0,0
04:18:44 Jan 06 2021,96,39,2,0,0
04:18:46 Jan 06 2021,96,39,0,0,0
04:18:48 Jan 06 2021,96,39,0,0,0
04:18:50 Jan 06 2021,95,44,0,0,0
04:18:52 Jan 06 2021,96,45,0,0,0
04:18:54 Jan 06 2021,96,42,0,0,0
04:18:56 Jan 06 2021,96,43,0,0,0
04:18:58 Jan 06 2021,96,44,0,0,0
04:19:00 Jan 06 2021,96,44,0,0,0
04:19:02 Jan 06 2021,96,44,0,0,0
04:19:04 Jan 06 2021,96,44,0,0,0
04:19:06 Jan 06 2021,96,44,0,0,0
04:19:08 Jan 06 2021,96,44,0,0,0
04:19:10 Jan 06 2021,96,44,0,0,0
04:19:12 Jan 06 2021,96,44,0,0,0
04:19:14 Jan 06 2021,96,44,0,0,0
04:19:16 Jan 06 2021,97,43,0,0,0
04:19:18 Jan 06 2021,97,41,0,0,0
04:19:20 Jan 06 2021,97,39,0,0,0
04:19:22 Jan 06 2021,97,38,0,0,0
04:19:24 Jan 06 2021,97,37,0,0,0
04:19:26 Jan 06 2021,97,37,0,0,0
04:19:28 Jan 06 2021,97,37,0,0,0
04:19:30 Jan 06 2021,97,42,0,0,0
04:19:32 Jan 06 2021,97,49,0,0,0
04:19:34 Jan 06 2021,97,51,0,0,0
04:19:36 Jan 06 2021,96,53,0,0,0
04:19:38 Jan 06 2021,96,49,0,0,0
04:19:40 Jan 06 2021,95,49,0,0,0
04:19:42 Jan 06 2021,95,50,0,0,0
04:19:44 Jan 06 2021,95,51,0,0,0
04:19:46 Jan 06 2021,95,50,0,0,0
04:19:48 Jan 06 2021,95,50,0,0,0
04:19:50 Jan 06 2021,95,48,0,0,0
04:19:52 Jan 06 2021,95,47,0,0,0
04:19:54 Jan 06 2021,94,47,8,0,0
04:19:56 Jan 06 2021,95,48,7,0,0
04:19:58 Jan 06 2021,95,48,0,0,0
04:20:00 Jan 06 2021,95,48,0,0,0
04:20:02 Jan 06 2021,95,48,0,0,0
04:20:04 Jan 06 2021,95,48,0,0,0
04:20:06 Jan 06 2021,95,48,0,0,0
04:20:08 Jan 06 2021,95,48,0,0,0
04:20:10 Jan 06 2021,95,49,0,0,0
04:20:12 Jan 06 2021,94,59,0,0,0
04:20:14 Jan 06 2021,94,63,0,0,0
04:20:16 Jan 06 2021,94,66,0,0,0
04:20:18 Jan 06 2021,94,72,0,0,0
04:20:20 Jan 06 2021,96,70,0,0,0
04:20:22 Jan 06 2021,96,75,0,0,0
04:20:24 Jan 06 2021,97,77,1,0,0
04:20:26 Jan 06 2021,97,77,0,0,0
04:20:28 Jan 06 2021,97,76,0,0,0
04:20:30 Jan 06 2021,97,76,0,0,0
04:20:32 Jan 06 2021,97,76,1,0,0
04:20:34 Jan 06 2021,97,76,0,0,0
04:20:36 Jan 06 2021,97,75,0,0,0
04:20:38 Jan 06 2021,97,74,0,0,0
04:20:40 Jan 06 2021,97,75,0,0,0
04:20:42 Jan 06 2021,97,76,0,0,0
04:20:44 Jan 06 2021,97,78,0,0,0
04:20:46 Jan 06 2021,97,79,0,0,0
04:20:48 Jan 06 2021,97,79,0,0,0
04:20:50 Jan 06 2021,97,79,0,0,0
04:20:52 Jan 06 2021,97,79,0,0,0
04:20:54 Jan 06 2021,96,71,0,0,0
04:20:56 Jan 06 2021,96,62,1,0,0
04:20:58 Jan 06 2021,96,56,0,0,0
04:21:00 Jan 06 2021,96,47,0,0,0
04:21:02 Jan 06 2021,96,50,0,0,0
04:21:04 Jan 06 2021,96,50,0,0,0
04:21:06 Jan 06 2021,95,47,0,0,0
04:21:08 Jan 06 2021,95,44,0,0,0
04:21:10 Jan 06 2021,95,43,0,0,0
04:21:12 Jan 06 2021,95,39,0,0,0
04:21:14 Jan 06 2021,95,38,0,0,0
04:21:16 Jan 06 2021,95,38,0,0,0
04:21:18 Jan 06 2021,94,39,0,0,0
04:21:20 Jan 06 2021,94,40,0,0,0
