Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
04:21:22 Jan 06 2021,94,39,0,0,0
04:21:24 Jan 06 2021,93,38,1,0,0
04:21:26 Jan 06 2021,93,38,0,0,0
04:21:28 Jan 06 2021,93,37,1,0,0
04:21:30 Jan 06 2021,92,37,0,0,0
04:21:32 Jan 06 2021,92,37,0,0,0
04:21:34 Jan 06 2021,92,37,0,0,0
04:21:36 Jan 06 2021,92,39,0,0,0
04:21:38 Jan 06 2021,92,39,1,0,0
04:21:40 Jan 06 2021,93,38,0,0,0
04:21:42 Jan 06 2021,94,36,0,0,0
04:21:44 Jan 06 2021,94,35,0,0,0
04:21:46 Jan 06 2021,95,35,0,0,0
04:21:48 Jan 06 2021,95,34,0,0,0
04:21:50 Jan 06 2021,95,34,0,0,0
04:21:52 Jan 06 2021,95,34,0,0,0
04:21:54 Jan 06 2021,96,34,0,0,0
04:21:56 Jan 06 2021,96,35,0,0,0
04:21:58 Jan 06 2021,96,36,0,0,0
04:22:00 Jan 06 2021,96,37,0,0,0
04:22:02 Jan 06 2021,96,37,0,0,0
04:22:04 Jan 06 2021,96,37,0,0,0
04:22:06 Jan 06 2021,96,37,0,0,0
04:22:08 Jan 06 2021,96,37,0,0,0
04:22:10 Jan 06 2021,96,37,0,0,0
04:22:12 Jan 06 2021,96,37,0,0,0
04:22:14 Jan 06 2021,96,38,0,0,0
04:22:16 Jan 06 2021,96,38,0,0,0
04:22:18 Jan 06 2021,96,38,0,0,0
04:22:20 Jan 06 2021,96,38,0,0,0
04:22:22 Jan 06 2021,96,38,0,0,0
04:22:24 Jan 06 2021,96,38,0,0,0
04:22:26 Jan 06 2021,96,38,0,0,0
04:22:28 Jan 06 2021,96,44,0,0,0
04:22:30 Jan 06 2021,96,53,0,0,0
04:22:32 Jan 06 2021,96,64,0,0,0
04:22:34 Jan 06 2021,95,70,0,0,0
04:22:36 Jan 06 2021,95,72,0,0,0
04:22:38 Jan 06 2021,95,72,0,0,0
04:22:40 Jan 06 2021,94,72,0,0,0
04:22:42 Jan 06 2021,94,72,1,0,0
04:22:44 Jan 06 2021,94,72,0,0,0
04:22:46 Jan 06 2021,94,71,0,0,0
04:22:48 Jan 06 2021,94,71,0,0,0
04:22:50 Jan 06 2021,94,70,0,0,0
04:22:52 Jan 06 2021,93,65,0,0,0
04:22:54 Jan 06 2021,93,66,0,0,0
04:22:56 Jan 06 2021,92,61,0,0,0
04:22:58 Jan 06 2021,91,67,0,0,0
04:23:00 Jan 06 2021,92,71,0,0,0
04:23:02 Jan 06 2021,92,69,0,0,0
04:23:04 Jan 06 2021,93,72,0,0,0
04:23:06 Jan 06 2021,95,72,0,0,0
04:23:08 Jan 06 2021,96,72,0,0,0
04:23:10 Jan 06 2021,96,73,0,0,0
04:23:12 Jan 06 2021,96,73,0,0,0
04:23:14 Jan 06 2021,96,75,0,0,0
04:23:16 Jan 06 2021,97,76,0,0,0
04:23:18 Jan 06 2021,97,74,0,0,0
04:23:20 Jan 06 2021,97,74,0,0,0
04:23:22 Jan 06 2021,97,71,0,0,0
04:23:24 Jan 06 2021,97,70,0,0,0
04:23:26 Jan 06 2021,97,72,0,0,0
04:23:28 Jan 06 2021,97,71,0,0,0
04:23:30 Jan 06 2021,97,71,0,0,0
04:23:32 Jan 06 2021,97,70,0,0,0
04:23:34 Jan 06 2021,97,66,0,0,0
04:23:36 Jan 06 2021,97,67,0,0,0
04:23:38 Jan 06 2021,97,66,0,0,0
04:23:40 Jan 06 2021,97,68,0,0,0
04:23:42 Jan 06 2021,97,66,0,0,0
04:23:44 Jan 06 2021,97,66,0,0,0
04:23:46 Jan 06 2021,96,68,0,0,0
04:23:48 Jan 06 2021,96,72,0,0,0
04:23:50 Jan 06 2021,96,75,0,0,0
04:23:52 Jan 06 2021,95,77,0,0,0
04:23:54 Jan 06 2021,95,78,0,0,0
04:23:56 Jan 06 2021,95,77,0,0,0
04:23:58 Jan 06 2021,95,77,0,0,0
04:24:00 Jan 06 2021,95,77,0,0,0
04:24:02 Jan 06 2021,95,74,0,0,0
04:24:04 Jan 06 2021,95,75,0,0,0
04:24:06 Jan 06 2021,94,75,0,0,0
04:24:08 Jan 06 2021,93,72,0,0,0
04:24:10 Jan 06 2021,93,72,0,0,0
04:24:12 Jan 06 2021,93,73,0,0,0
04:24:14 Jan 06 2021,93,72,0,0,0
04:24:16 Jan 06 2021,93,73,0,0,0
04:24:18 Jan 06 2021,93,71,0,0,0
04:24:20 Jan 06 2021,93,70,0,0,0
04:24:22 Jan 06 2021,94,70,0,0,0
04:24:24 Jan 06 2021,95,76,0,0,0
04:24:26 Jan 06 2021,96,74,0,0,0
04:24:28 Jan 06 2021,96,74,0,0,0
04:24:30 Jan 06 2021,97,72,0,0,0
04:24:32 Jan 06 2021,97,72,0,0,0
04:24:34 Jan 06 2021,97,74,0,0,0
04:24:36 Jan 06 2021,97,74,0,0,0
04:24:38 Jan 06 2021,97,73,0,0,0
04:24:40 Jan 06 2021,97,73,0,0,0
04:24:42 Jan 06 2021,97,73,1,0,0
04:24:44 Jan 06 2021,97,73,1,0,0
04:24:46 Jan 06 2021,97,74,0,0,0
04:24:48 Jan 06 2021,97,74,0,0,0
04:24:50 Jan 06 2021,97,74,0,0,0
04:24:52 Jan 06 2021,96,76,0,0,0
04:24:54 Jan 06 2021,96,77,0,0,0
04:24:56 Jan 06 2021,94,78,0,0,0
04:24:58 Jan 06 2021,94,78,0,0,0
04:25:00 Jan 06 2021,94,77,0,0,0
04:25:02 Jan 06 2021,93,77,0,0,0
04:25:04 Jan 06 2021,93,77,0,0,0
04:25:06 Jan 06 2021,93,77,0,0,0
04:25:08 Jan 06 2021,93,78,0,0,0
04:25:10 Jan 06 2021,93,78,0,0,0
04:25:12 Jan 06 2021,93,79,0,0,0
04:25:14 Jan 06 2021,93,80,0,0,0
04:25:16 Jan 06 2021,93,80,0,0,0
04:25:18 Jan 06 2021,93,80,0,0,0
04:25:20 Jan 06 2021,93,80,0,0,0
04:25:22 Jan 06 2021,93,80,0,0,0
04:25:24 Jan 06 2021,93,80,0,0,0
04:25:26 Jan 06 2021,93,78,0,0,0
04:25:28 Jan 06 2021,93,77,0,0,0
04:25:30 Jan 06 2021,92,78,0,0,0
04:25:32 Jan 06 2021,93,78,0,0,0
04:25:34 Jan 06 2021,93,80,0,0,0
04:25:36 Jan 06 2021,94,79,0,0,0
04:25:38 Jan 06 2021,95,79,0,0,0
04:25:40 Jan 06 2021,95,79,0,0,0
04:25:42 Jan 06 2021,95,77,0,0,0
04:25:44 Jan 06 2021,96,76,0,0,0
04:25:46 Jan 06 2021,96,74,0,0,0
04:25:48 Jan 06 2021,97,75,0,0,0
04:25:50 Jan 06 2021,97,74,0,0,0
04:25:52 Jan 06 2021,97,74,0,0,0
04:25:54 Jan 06 2021,98,74,0,0,0
04:25:56 Jan 06 2021,98,74,0,0,0
04:25:58 Jan 06 2021,98,72,0,0,0
04:26:00 Jan 06 2021,98,71,0,0,0
04:26:02 Jan 06 2021,98,70,0,0,0
04:26:04 Jan 06 2021,98,71,0,0,0
04:26:06 Jan 06 2021,98,71,0,0,0
04:26:08 Jan 06 2021,98,72,0,0,0
04:26:10 Jan 06 2021,97,72,0,0,0
04:26:12 Jan 06 2021,97,72,1,0,0
04:26:14 Jan 06 2021,96,72,0,0,0
04:26:16 Jan 06 2021,96,71,0,0,0
04:26:18 Jan 06 2021,96,72,0,0,0
04:26:20 Jan 06 2021,96,71,0,0,0
04:26:22 Jan 06 2021,96,71,1,0,0
04:26:24 Jan 06 2021,96,70,6,0,0
04:26:26 Jan 06 2021,96,70,13,0,0
04:26:28 Jan 06 2021,96,70,0,0,0
04:26:30 Jan 06 2021,96,70,0,0,0
04:26:32 Jan 06 2021,96,71,0,0,0
04:26:34 Jan 06 2021,96,73,0,0,0
04:26:36 Jan 06 2021,96,73,0,0,0
04:26:38 Jan 06 2021,96,74,0,0,0
04:26:40 Jan 06 2021,96,75,0,0,0
04:26:42 Jan 06 2021,96,74,0,0,0
04:26:44 Jan 06 2021,96,75,0,0,0
04:26:46 Jan 06 2021,94,75,0,0,0
04:26:48 Jan 06 2021,93,74,0,0,0
04:26:50 Jan 06 2021,92,74,0,0,0
04:26:52 Jan 06 2021,93,76,0,0,0
04:26:54 Jan 06 2021,94,76,0,0,0
04:26:56 Jan 06 2021,95,77,0,0,0
04:26:58 Jan 06 2021,96,77,0,0,0
04:27:00 Jan 06 2021,96,75,0,0,0
04:27:02 Jan 06 2021,96,75,0,0,0
04:27:04 Jan 06 2021,96,76,0,0,0
04:27:06 Jan 06 2021,96,76,0,0,0
04:27:08 Jan 06 2021,96,76,0,0,0
04:27:10 Jan 06 2021,96,74,0,0,0
04:27:12 Jan 06 2021,97,73,0,0,0
04:27:14 Jan 06 2021,97,72,0,0,0
04:27:16 Jan 06 2021,97,72,0,0,0
04:27:18 Jan 06 2021,97,73,0,0,0
04:27:20 Jan 06 2021,97,73,0,0,0
04:27:22 Jan 06 2021,97,70,0,0,0
04:27:24 Jan 06 2021,97,62,0,0,0
04:27:26 Jan 06 2021,97,54,0,0,0
04:27:28 Jan 06 2021,97,50,0,0,0
04:27:30 Jan 06 2021,97,50,0,0,0
04:27:32 Jan 06 2021,97,46,3,0,0
04:27:34 Jan 06 2021,97,45,0,0,0
04:27:36 Jan 06 2021,97,43,0,0,0
04:27:38 Jan 06 2021,97,43,0,0,0
04:27:40 Jan 06 2021,97,45,0,0,0
04:27:42 Jan 06 2021,97,47,0,0,0
04:27:44 Jan 06 2021,96,47,0,0,0
04:27:46 Jan 06 2021,96,48,1,0,0
04:27:48 Jan 06 2021,96,50,0,0,0
04:27:50 Jan 06 2021,95,48,0,0,0
04:27:52 Jan 06 2021,96,49,0,0,0
04:27:54 Jan 06 2021,95,49,0,0,0
04:27:56 Jan 06 2021,96,48,0,0,0
04:27:58 Jan 06 2021,97,50,0,0,0
04:28:00 Jan 06 2021,96,54,0,0,0
04:28:02 Jan 06 2021,97,56,0,0,0
04:28:04 Jan 06 2021,96,57,0,0,0
04:28:06 Jan 06 2021,95,55,0,0,0
04:28:08 Jan 06 2021,95,56,0,0,0
04:28:10 Jan 06 2021,94,57,0,0,0
04:28:12 Jan 06 2021,94,59,0,0,0
04:28:14 Jan 06 2021,94,60,0,0,0
04:28:16 Jan 06 2021,94,61,0,0,0
04:28:18 Jan 06 2021,94,63,0,0,0
04:28:20 Jan 06 2021,94,64,0,0,0
04:28:22 Jan 06 2021,94,67,0,0,0
04:28:24 Jan 06 2021,95,67,0,0,0
04:28:26 Jan 06 2021,95,66,0,0,0
04:28:28 Jan 06 2021,96,66,0,0,0
04:28:30 Jan 06 2021,96,66,0,0,0
04:28:32 Jan 06 2021,96,63,0,0,0
04:28:34 Jan 06 2021,96,62,0,0,0
04:28:36 Jan 06 2021,96,63,0,0,0
04:28:38 Jan 06 2021,96,62,0,0,0
04:28:40 Jan 06 2021,96,61,0,0,0
04:28:42 Jan 06 2021,96,60,0,0,0
04:28:44 Jan 06 2021,96,58,0,0,0
04:28:46 Jan 06 2021,96,58,0,0,0
04:28:48 Jan 06 2021,96,62,0,0,0
04:28:50 Jan 06 2021,96,62,0,0,0
04:28:52 Jan 06 2021,96,64,0,0,0
04:28:54 Jan 06 2021,96,62,0,0,0
04:28:56 Jan 06 2021,96,62,0,0,0
04:28:58 Jan 06 2021,96,63,0,0,0
04:29:00 Jan 06 2021,96,63,0,0,0
04:29:02 Jan 06 2021,96,64,0,0,0
04:29:04 Jan 06 2021,96,64,0,0,0
04:29:06 Jan 06 2021,96,64,0,0,0
04:29:08 Jan 06 2021,96,65,0,0,0
04:29:10 Jan 06 2021,96,65,0,0,0
04:29:12 Jan 06 2021,96,65,0,0,0
04:29:14 Jan 06 2021,96,64,0,0,0
04:29:16 Jan 06 2021,95,65,0,0,0
04:29:18 Jan 06 2021,94,64,1,0,0
04:29:20 Jan 06 2021,94,64,0,0,0
04:29:22 Jan 06 2021,95,65,0,0,0
04:29:24 Jan 06 2021,95,65,0,0,0
04:29:26 Jan 06 2021,95,65,0,0,0
04:29:28 Jan 06 2021,94,66,0,0,0
04:29:30 Jan 06 2021,94,67,0,0,0
04:29:32 Jan 06 2021,94,67,0,0,0
04:29:34 Jan 06 2021,94,67,0,0,0
04:29:36 Jan 06 2021,94,67,0,0,0
04:29:38 Jan 06 2021,94,66,0,0,0
04:29:40 Jan 06 2021,94,66,0,0,0
04:29:42 Jan 06 2021,95,67,0,0,0
04:29:44 Jan 06 2021,95,67,0,0,0
04:29:46 Jan 06 2021,96,67,0,0,0
04:29:48 Jan 06 2021,96,70,0,0,0
04:29:50 Jan 06 2021,96,68,0,0,0
04:29:52 Jan 06 2021,96,67,0,0,0
04:29:54 Jan 06 2021,96,66,0,0,0
04:29:56 Jan 06 2021,96,65,0,0,0
04:29:58 Jan 06 2021,96,65,0,0,0
04:30:00 Jan 06 2021,96,67,0,0,0
04:30:02 Jan 06 2021,96,67,0,0,0
04:30:04 Jan 06 2021,96,64,0,0,0
04:30:06 Jan 06 2021,96,62,0,0,0
04:30:08 Jan 06 2021,96,61,0,0,0
04:30:10 Jan 06 2021,96,59,1,0,0
04:30:12 Jan 06 2021,96,62,0,0,0
04:30:14 Jan 06 2021,96,62,0,0,0
04:30:16 Jan 06 2021,96,62,0,0,0
04:30:18 Jan 06 2021,96,62,0,0,0
04:30:20 Jan 06 2021,96,62,0,0,0
04:30:22 Jan 06 2021,95,62,0,0,0
04:30:24 Jan 06 2021,94,64,0,0,0
04:30:26 Jan 06 2021,94,61,0,0,0
04:30:28 Jan 06 2021,93,69,0,0,0
04:30:30 Jan 06 2021,92,66,0,0,0
04:30:32 Jan 06 2021,91,65,0,0,0
04:30:34 Jan 06 2021,91,71,0,0,0
04:30:36 Jan 06 2021,91,69,0,0,0
04:30:38 Jan 06 2021,91,70,0,0,0
04:30:40 Jan 06 2021,90,71,0,0,0
04:30:42 Jan 06 2021,90,65,0,0,0
04:30:44 Jan 06 2021,91,64,0,0,0
04:30:46 Jan 06 2021,92,66,0,0,0
04:30:48 Jan 06 2021,93,65,0,0,0
04:30:50 Jan 06 2021,94,67,0,0,0
04:30:52 Jan 06 2021,94,66,0,0,0
04:30:54 Jan 06 2021,95,68,0,0,0
04:30:56 Jan 06 2021,95,67,0,0,0
04:30:58 Jan 06 2021,96,67,0,0,0
04:31:00 Jan 06 2021,96,68,0,0,0
04:31:02 Jan 06 2021,96,68,0,0,0
04:31:04 Jan 06 2021,96,68,0,0,0
04:31:06 Jan 06 2021,96,68,0,0,0
04:31:08 Jan 06 2021,96,67,0,0,0
04:31:10 Jan 06 2021,96,67,0,0,0
04:31:12 Jan 06 2021,96,67,0,0,0
04:31:14 Jan 06 2021,96,67,0,0,0
04:31:16 Jan 06 2021,96,67,0,0,0
04:31:18 Jan 06 2021,96,67,0,0,0
04:31:20 Jan 06 2021,96,67,0,0,0
04:31:22 Jan 06 2021,96,67,0,0,0
04:31:24 Jan 06 2021,95,64,0,0,0
04:31:26 Jan 06 2021,94,53,0,0,0
04:31:28 Jan 06 2021,94,51,0,0,0
04:31:30 Jan 06 2021,94,45,0,0,0
04:31:32 Jan 06 2021,93,53,0,0,0
04:31:34 Jan 06 2021,93,62,0,0,0
04:31:36 Jan 06 2021,93,58,0,0,0
04:31:38 Jan 06 2021,93,65,0,0,0
04:31:40 Jan 06 2021,93,61,0,0,0
04:31:42 Jan 06 2021,92,68,0,0,0
04:31:44 Jan 06 2021,92,74,0,0,0
04:31:46 Jan 06 2021,91,73,0,0,0
04:31:48 Jan 06 2021,91,76,0,0,0
04:31:50 Jan 06 2021,91,73,0,0,0
04:31:52 Jan 06 2021,91,73,0,0,0
04:31:54 Jan 06 2021,91,74,0,0,0
04:31:56 Jan 06 2021,91,73,0,0,0
04:31:58 Jan 06 2021,91,75,0,0,0
04:32:00 Jan 06 2021,91,75,0,0,0
04:32:02 Jan 06 2021,90,77,0,0,0
04:32:04 Jan 06 2021,90,78,0,0,0
04:32:06 Jan 06 2021,89,78,0,0,0
04:32:08 Jan 06 2021,89,77,0,0,0
04:32:10 Jan 06 2021,90,76,0,0,0
04:32:12 Jan 06 2021,91,76,0,0,0
04:32:14 Jan 06 2021,92,76,0,0,0
04:32:16 Jan 06 2021,92,76,0,0,0
04:32:18 Jan 06 2021,93,76,0,0,0
04:32:20 Jan 06 2021,93,76,0,0,0
04:32:22 Jan 06 2021,94,75,4,0,0
04:32:24 Jan 06 2021,95,74,8,0,0
04:32:26 Jan 06 2021,96,74,1,0,0
04:32:28 Jan 06 2021,96,74,4,0,0
04:32:30 Jan 06 2021,96,74,1,0,0
04:32:32 Jan 06 2021,96,75,0,0,0
04:32:34 Jan 06 2021,96,75,0,0,0
04:32:36 Jan 06 2021,96,75,0,0,0
04:32:38 Jan 06 2021,96,77,0,0,0
04:32:40 Jan 06 2021,97,78,0,0,0
04:32:42 Jan 06 2021,97,78,0,0,0
04:32:44 Jan 06 2021,97,80,0,0,0
04:32:46 Jan 06 2021,97,79,0,0,0
04:32:48 Jan 06 2021,97,80,0,0,0
04:32:50 Jan 06 2021,97,81,0,0,0
04:32:52 Jan 06 2021,97,80,0,0,0
04:32:54 Jan 06 2021,97,81,0,0,0
04:32:56 Jan 06 2021,97,82,0,0,0
04:32:58 Jan 06 2021,97,82,0,0,0
04:33:00 Jan 06 2021,97,80,0,0,0
04:33:02 Jan 06 2021,97,77,0,0,0
04:33:04 Jan 06 2021,96,75,0,0,0
04:33:06 Jan 06 2021,96,75,0,0,0
04:33:08 Jan 06 2021,96,75,0,0,0
04:33:10 Jan 06 2021,96,78,0,0,0
04:33:12 Jan 06 2021,96,80,0,0,0
04:33:14 Jan 06 2021,96,82,0,0,0
04:33:16 Jan 06 2021,96,85,0,0,0
04:33:18 Jan 06 2021,96,83,0,0,0
04:33:20 Jan 06 2021,96,84,0,0,0
04:33:22 Jan 06 2021,95,87,0,0,0
04:33:24 Jan 06 2021,95,83,0,0,0
04:33:26 Jan 06 2021,95,81,0,0,0
04:33:28 Jan 06 2021,95,78,0,0,0
04:33:30 Jan 06 2021,95,73,0,0,0
04:33:32 Jan 06 2021,95,72,0,0,0
04:33:34 Jan 06 2021,94,73,0,0,0
04:33:36 Jan 06 2021,94,74,0,0,0
04:33:38 Jan 06 2021,95,74,0,0,0
04:33:40 Jan 06 2021,95,74,0,0,0
04:33:42 Jan 06 2021,95,74,0,0,0
04:33:44 Jan 06 2021,95,73,0,0,0
04:33:46 Jan 06 2021,95,68,0,0,0
04:33:48 Jan 06 2021,95,64,0,0,0
04:33:50 Jan 06 2021,96,60,0,0,0
04:33:52 Jan 06 2021,96,63,0,0,0
04:33:54 Jan 06 2021,96,63,0,0,0
04:33:56 Jan 06 2021,96,57,0,0,0
04:33:58 Jan 06 2021,96,54,0,0,0
04:34:00 Jan 06 2021,96,53,0,0,0
04:34:02 Jan 06 2021,96,55,0,0,0
04:34:04 Jan 06 2021,96,63,0,0,0
04:34:06 Jan 06 2021,96,67,0,0,0
04:34:08 Jan 06 2021,96,69,0,0,0
04:34:10 Jan 06 2021,96,71,0,0,0
04:34:12 Jan 06 2021,96,71,0,0,0
04:34:14 Jan 06 2021,96,67,0,0,0
04:34:16 Jan 06 2021,96,70,0,0,0
04:34:18 Jan 06 2021,96,69,0,0,0
04:34:20 Jan 06 2021,95,76,0,0,0
04:34:22 Jan 06 2021,95,75,0,0,0
04:34:24 Jan 06 2021,95,72,0,0,0
04:34:26 Jan 06 2021,95,71,0,0,0
04:34:28 Jan 06 2021,95,69,0,0,0
04:34:30 Jan 06 2021,95,69,0,0,0
04:34:32 Jan 06 2021,94,67,0,0,0
04:34:34 Jan 06 2021,94,72,0,0,0
04:34:36 Jan 06 2021,94,71,0,0,0
04:34:38 Jan 06 2021,95,73,0,0,0
04:34:40 Jan 06 2021,94,75,0,0,0
04:34:42 Jan 06 2021,94,75,0,0,0
04:34:44 Jan 06 2021,94,75,0,0,0
04:34:46 Jan 06 2021,93,76,0,0,0
04:34:48 Jan 06 2021,93,76,0,0,0
04:34:50 Jan 06 2021,93,76,0,0,0
04:34:52 Jan 06 2021,93,77,0,0,0
04:34:54 Jan 06 2021,93,78,0,0,0
04:34:56 Jan 06 2021,93,86,0,0,0
04:34:58 Jan 06 2021,94,86,0,0,0
04:35:00 Jan 06 2021,95,87,0,0,0
04:35:02 Jan 06 2021,95,82,0,0,0
04:35:04 Jan 06 2021,96,79,0,0,0
04:35:06 Jan 06 2021,96,78,0,0,0
04:35:08 Jan 06 2021,96,75,0,0,0
04:35:10 Jan 06 2021,96,74,0,0,0
04:35:12 Jan 06 2021,96,74,0,0,0
04:35:14 Jan 06 2021,97,74,2,0,0
04:35:16 Jan 06 2021,97,74,0,0,0
04:35:18 Jan 06 2021,97,74,0,0,0
04:35:20 Jan 06 2021,97,74,0,0,0
04:35:22 Jan 06 2021,97,74,0,0,0
04:35:24 Jan 06 2021,97,76,0,0,0
04:35:26 Jan 06 2021,97,76,0,0,0
04:35:28 Jan 06 2021,97,77,0,0,0
04:35:30 Jan 06 2021,97,76,0,0,0
04:35:32 Jan 06 2021,97,76,0,0,0
04:35:34 Jan 06 2021,96,75,0,0,0
04:35:36 Jan 06 2021,96,76,0,0,0
04:35:38 Jan 06 2021,95,77,0,0,0
04:35:40 Jan 06 2021,95,77,0,0,0
04:35:42 Jan 06 2021,95,79,0,0,0
04:35:44 Jan 06 2021,95,77,0,0,0
04:35:46 Jan 06 2021,95,78,0,0,0
04:35:48 Jan 06 2021,95,79,1,0,0
04:35:50 Jan 06 2021,95,73,0,0,0
04:35:52 Jan 06 2021,94,71,0,0,0
04:35:54 Jan 06 2021,94,69,0,0,0
04:35:56 Jan 06 2021,93,62,0,0,0
04:35:58 Jan 06 2021,92,61,0,0,0
04:36:00 Jan 06 2021,92,63,0,0,0
04:36:02 Jan 06 2021,92,63,0,0,0
04:36:04 Jan 06 2021,92,69,0,0,0
04:36:06 Jan 06 2021,92,71,1,0,0
04:36:08 Jan 06 2021,93,71,0,0,0
04:36:10 Jan 06 2021,94,69,0,0,0
04:36:12 Jan 06 2021,94,69,0,0,0
04:36:14 Jan 06 2021,94,68,0,0,0
04:36:16 Jan 06 2021,95,71,0,0,0
04:36:18 Jan 06 2021,96,70,0,0,0
04:36:20 Jan 06 2021,97,70,0,0,0
04:36:22 Jan 06 2021,97,71,0,0,0
04:36:24 Jan 06 2021,97,73,0,0,0
04:36:26 Jan 06 2021,97,68,0,0,0
04:36:28 Jan 06 2021,97,70,0,0,0
04:36:30 Jan 06 2021,97,69,0,0,0
04:36:32 Jan 06 2021,97,72,0,0,0
04:36:34 Jan 06 2021,97,74,0,0,0
04:36:36 Jan 06 2021,97,72,1,0,0
04:36:38 Jan 06 2021,97,70,0,0,0
04:36:40 Jan 06 2021,97,72,0,0,0
04:36:42 Jan 06 2021,97,70,0,0,0
04:36:44 Jan 06 2021,97,70,0,0,0
04:36:46 Jan 06 2021,97,75,1,0,0
04:36:48 Jan 06 2021,97,75,0,0,0
04:36:50 Jan 06 2021,97,75,0,0,0
04:36:52 Jan 06 2021,96,72,1,0,0
04:36:54 Jan 06 2021,96,69,0,0,0
04:36:56 Jan 06 2021,95,65,0,0,0
04:36:58 Jan 06 2021,95,70,0,0,0
04:37:00 Jan 06 2021,95,70,0,0,0
04:37:02 Jan 06 2021,95,67,0,0,0
04:37:04 Jan 06 2021,95,69,1,0,0
04:37:06 Jan 06 2021,95,67,0,0,0
04:37:08 Jan 06 2021,94,69,0,0,0
04:37:10 Jan 06 2021,94,70,0,0,0
04:37:12 Jan 06 2021,94,69,0,0,0
04:37:14 Jan 06 2021,94,70,0,0,0
04:37:16 Jan 06 2021,94,70,0,0,0
04:37:18 Jan 06 2021,94,70,0,0,0
04:37:20 Jan 06 2021,94,70,0,0,0
04:37:22 Jan 06 2021,94,70,0,0,0
04:37:24 Jan 06 2021,94,70,0,0,0
04:37:26 Jan 06 2021,95,70,0,0,0
04:37:28 Jan 06 2021,95,70,0,0,0
04:37:30 Jan 06 2021,95,70,0,0,0
04:37:32 Jan 06 2021,95,70,1,0,0
04:37:34 Jan 06 2021,95,70,0,0,0
04:37:36 Jan 06 2021,96,70,1,0,0
04:37:38 Jan 06 2021,96,70,0,0,0
04:37:40 Jan 06 2021,96,70,1,0,0
04:37:42 Jan 06 2021,96,70,1,0,0
04:37:44 Jan 06 2021,96,71,5,0,0
04:37:46 Jan 06 2021,96,73,1,0,0
04:37:48 Jan 06 2021,96,73,1,0,0
04:37:50 Jan 06 2021,96,75,0,0,0
04:37:52 Jan 06 2021,96,75,1,0,0
04:37:54 Jan 06 2021,96,74,0,0,0
04:37:56 Jan 06 2021,96,75,1,0,0
04:37:58 Jan 06 2021,96,71,1,0,0
04:38:00 Jan 06 2021,96,71,0,0,0
04:38:02 Jan 06 2021,96,69,0,0,0
04:38:04 Jan 06 2021,96,63,0,0,0
04:38:06 Jan 06 2021,96,65,0,0,0
04:38:08 Jan 06 2021,96,64,0,0,0
04:38:10 Jan 06 2021,96,64,1,0,0
04:38:12 Jan 06 2021,95,69,1,0,0
04:38:14 Jan 06 2021,95,63,0,0,0
04:38:16 Jan 06 2021,94,64,0,0,0
04:38:18 Jan 06 2021,94,68,1,0,0
04:38:20 Jan 06 2021,94,62,0,0,0
04:38:22 Jan 06 2021,94,61,0,0,0
04:38:24 Jan 06 2021,94,62,0,0,0
04:38:26 Jan 06 2021,94,61,0,0,0
04:38:28 Jan 06 2021,94,63,0,0,0
04:38:30 Jan 06 2021,94,58,0,0,0
04:38:32 Jan 06 2021,95,46,0,0,0
04:38:34 Jan 06 2021,96,37,0,0,0
04:38:36 Jan 06 2021,96,32,0,0,0
04:38:38 Jan 06 2021,96,33,1,0,0
04:38:40 Jan 06 2021,96,34,0,0,0
04:38:42 Jan 06 2021,96,34,0,0,0
04:38:44 Jan 06 2021,96,34,0,0,0
04:38:46 Jan 06 2021,96,34,1,0,0
04:38:48 Jan 06 2021,96,34,1,0,0
04:38:50 Jan 06 2021,96,34,0,0,0
04:38:52 Jan 06 2021,96,34,0,0,0
04:38:54 Jan 06 2021,96,34,0,0,0
04:38:56 Jan 06 2021,96,34,0,0,0
04:38:58 Jan 06 2021,96,34,0,0,0
04:39:00 Jan 06 2021,96,34,0,0,0
04:39:02 Jan 06 2021,96,34,1,0,0
04:39:04 Jan 06 2021,96,34,1,0,0
04:39:06 Jan 06 2021,96,34,0,0,0
04:39:08 Jan 06 2021,96,34,0,0,0
04:39:10 Jan 06 2021,96,34,0,0,0
04:39:12 Jan 06 2021,96,34,0,0,0
04:39:14 Jan 06 2021,96,34,0,0,0
04:39:16 Jan 06 2021,96,34,0,0,0
04:39:18 Jan 06 2021,96,34,0,0,0
04:39:20 Jan 06 2021,96,34,1,0,0
04:39:22 Jan 06 2021,96,34,0,0,0
04:39:24 Jan 06 2021,96,34,0,0,0
04:39:26 Jan 06 2021,96,34,0,0,0
04:39:28 Jan 06 2021,96,34,0,0,0
04:39:30 Jan 06 2021,96,36,0,0,0
04:39:32 Jan 06 2021,96,48,0,0,0
04:39:34 Jan 06 2021,96,53,0,0,0
04:39:36 Jan 06 2021,96,60,0,0,0
04:39:38 Jan 06 2021,95,66,0,0,0
04:39:40 Jan 06 2021,95,67,0,0,0
04:39:42 Jan 06 2021,96,67,0,0,0
04:39:44 Jan 06 2021,96,68,0,0,0
04:39:46 Jan 06 2021,96,66,0,0,0
04:39:48 Jan 06 2021,96,67,0,0,0
04:39:50 Jan 06 2021,96,59,0,0,0
04:39:52 Jan 06 2021,96,58,0,0,0
04:39:54 Jan 06 2021,96,55,0,0,0
04:39:56 Jan 06 2021,96,49,0,0,0
